MarketingID,DateKey,CampaignID,RegionID,ProductID,Spend,Engagement_Rate,Reach,Impressions,Clicks,Conversions,CTR,Conversion_Rate,Sentiment_Score,Brand_Awareness,ROI,CPM,CPC,CPA,Campaign_Type,Cost_Per_Engagement,Engagement_Per_Impression,ROI_Category,Efficiency_Score
840,20240223,8018,3183,1070,8371.4,3.08,216905,762856,24258,557,3.18,2.3,81.57,2.72,1109.22,10.97,0.35,15.03,Brand Awareness,0.36,0.0308,,54.27
420,20240223,8059,3239,1068,11879.45,4.95,307541,1020851,25725,249,2.52,0.97,86.33,2.15,310.73,11.64,0.46,47.71,Social Media,0.24,0.0495,High,18.1
945,20240223,8072,3191,1074,9687.71,4.41,395615,938412,14451,119,1.54,0.83,79.31,2.68,39.67,10.32,0.67,81.41,Social Media,0.23,0.0441,Low,9.74
908,20240223,8094,3186,1017,20103.6,3.27,407248,1847220,26415,232,1.43,0.88,87.44,2.6,93.19,10.88,0.76,86.65,Brand Awareness,0.33,0.0327,Low,10.09
677,20240224,8005,3258,1006,13837.17,3.4,253735,1327237,22297,236,1.68,1.06,80.7,2.71,16.4,10.43,0.62,58.63,New Product Launch,0.31,0.034,Low,13.76
385,20240224,8026,3148,1119,2524.91,6.85,241359,798226,13809,240,1.73,1.74,75.73,2.5,717.64,3.16,0.18,10.52,Social Media,0.05,0.0685,Very High,71.98
900,20240224,8067,3049,1168,15670.98,2.64,255935,1583339,31983,601,2.02,1.88,80.51,0.61,498.82,9.9,0.49,26.07,Brand Awareness,0.37,0.0264,High,30.88
614,20240225,8023,3283,1044,16771.74,4.55,416184,1459996,17227,258,1.18,1.5,78.26,1.72,-14.97,11.49,0.97,65.01,Digital,0.25,0.0455,Negative,12.04
332,20240225,8055,3072,1083,7866.08,4.86,606098,1689971,44615,312,2.64,0.7,88.74,3.23,187.94,4.65,0.18,25.21,Social Media,0.1,0.0486,Medium,35.2
248,20240225,8072,3186,1185,7934.58,4.21,258126,700689,7777,87,1.11,1.12,68.2,1.57,-4.5,11.32,1.02,91.2,Digital,0.27,0.0421,Negative,7.48
304,20240225,8080,3031,1177,7467.78,6.2,212688,833816,11673,71,1.4,0.61,80.47,1.9,-36.42,8.96,0.64,105.18,Social Media,0.14,0.062,Negative,7.65
520,20240226,8076,3077,1106,2414.52,6.27,209279,527556,16354,122,3.1,0.75,73.22,0.94,832.3,4.58,0.15,19.79,Social Media,0.07,0.0627,Very High,37.0
682,20240227,8010,3203,1037,8517.78,4.97,296368,818867,27268,174,3.33,0.64,78.89,0.66,149.45,10.4,0.31,48.95,Social Media,0.21,0.0497,Medium,16.12
877,20240227,8024,3035,1196,10086.0,5.32,443170,1159617,38499,388,3.32,1.01,71.07,1.52,498.52,8.7,0.26,25.99,Social Media,0.16,0.0532,High,27.34
493,20240227,8068,3064,1189,5061.79,3.42,204362,1069098,20419,508,1.91,2.49,71.39,1.67,1716.82,4.73,0.25,9.96,Brand Awareness,0.14,0.0342,,71.65
561,20240228,8051,3148,1018,3651.94,3.95,176063,1112433,23917,138,2.15,0.58,79.67,1.22,528.23,3.28,0.15,26.46,Brand Awareness,0.08,0.0395,Very High,30.11
949,20240228,8092,3158,1072,18542.25,3.5,502171,1714479,49548,495,2.89,1.0,78.36,3.16,102.37,10.82,0.37,37.46,Digital,0.31,0.035,Medium,20.92
735,20240229,8025,3023,1156,12142.04,3.24,402073,1246999,28431,642,2.28,2.26,74.58,0.96,345.77,9.74,0.43,18.91,Brand Awareness,0.3,0.0324,High,39.43
171,20240229,8040,3205,1096,5936.01,3.05,129333,546194,16331,280,2.99,1.72,78.96,0.66,669.33,10.87,0.36,21.2,Seasonal,0.36,0.0305,Very High,37.25
352,20240229,8060,3134,1119,4006.31,4.86,409160,1272819,31056,512,2.44,1.65,71.77,1.71,1658.0,3.15,0.13,7.82,Product Launch,0.06,0.0486,,91.72
996,20240229,8088,3050,1027,5722.93,2.66,180515,613273,19870,77,3.24,0.39,69.24,3.29,36.47,9.33,0.29,74.32,Seasonal,0.35,0.0266,Low,9.32
863,20240301,8073,3037,1017,13399.99,3.72,909481,2257481,54856,235,2.43,0.43,82.95,2.32,-0.61,5.94,0.24,57.02,Digital,0.16,0.0372,Negative,14.55
61,20240301,8094,3012,1132,6884.24,3.91,111679,728700,18144,259,2.49,1.43,87.72,2.18,207.96,9.45,0.38,26.58,Seasonal,0.24,0.0391,High,33.0
873,20240302,8015,3078,1100,8944.19,3.76,447903,1651546,28241,355,1.71,1.26,68.64,2.68,111.47,5.42,0.32,25.19,Brand Awareness,0.14,0.0376,Medium,27.24
608,20240302,8035,3071,1147,11572.21,3.64,509885,2387670,34382,587,1.44,1.71,79.31,1.39,381.44,4.85,0.34,19.71,Brand Awareness,0.13,0.0364,High,40.23
784,20240302,8042,3224,1173,26000.16,2.62,576563,2198124,43522,861,1.98,1.98,84.63,0.57,460.67,11.83,0.6,30.2,Brand Awareness,0.45,0.0262,High,28.03
12,20240302,8066,3270,1075,6834.46,2.87,95040,612541,11025,264,1.8,2.4,89.31,1.51,570.61,11.16,0.62,25.89,Seasonal,0.39,0.0287,Very High,34.5
426,20240303,8027,3174,1174,35897.7,3.9,832909,3194967,79554,1742,2.49,2.19,88.11,3.31,464.18,11.24,0.45,20.61,Digital,0.29,0.039,High,42.76
418,20240303,8048,3235,1118,7243.29,3.25,115054,615602,6771,91,1.1,1.35,86.42,2.5,106.02,11.77,1.07,79.6,Brand Awareness,0.36,0.0325,Medium,10.86
905,20240303,8064,3157,1112,5018.48,3.31,105107,496357,7892,122,1.59,1.55,91.08,0.76,370.44,10.11,0.64,41.14,Seasonal,0.31,0.0331,High,22.14
898,20240304,8010,3049,1032,5979.68,2.9,114062,585674,7145,35,1.22,0.49,74.45,3.07,-58.95,10.21,0.84,170.85,Seasonal,0.35,0.029,Negative,4.36
834,20240304,8013,3229,1164,9463.75,3.19,317446,935030,24310,435,2.6,1.79,72.25,2.29,599.16,10.12,0.39,21.76,Seasonal,0.32,0.0319,Very High,33.21
7,20240304,8026,3252,1019,40874.52,3.64,1154090,3372528,72509,464,2.15,0.64,71.8,1.59,25.44,12.12,0.56,88.09,Seasonal,0.33,0.0364,Low,8.15
634,20240304,8048,3057,1070,1188.33,3.78,45168,254940,6500,96,2.55,1.48,74.93,1.98,1139.91,4.66,0.18,12.38,Product Launch,0.12,0.0378,,60.53
866,20240305,8090,3118,1016,7715.07,5.15,400119,1390710,13489,84,0.97,0.63,73.79,2.39,64.4,5.55,0.57,91.85,Digital,0.11,0.0515,Low,8.03
53,20240306,8027,3160,1180,10632.54,4.52,406683,996472,22719,156,2.28,0.69,86.99,2.04,144.97,10.67,0.47,68.16,Social Media,0.24,0.0452,Medium,12.76
714,20240306,8070,3293,1085,26468.31,2.44,346365,2290391,50388,498,2.2,0.99,90.15,3.44,167.96,11.56,0.53,53.15,Seasonal,0.47,0.0244,Medium,16.96
578,20240306,8082,3031,1190,5327.25,3.49,176036,585970,15059,94,2.57,0.63,69.08,3.32,228.52,9.09,0.35,56.67,Brand Awareness,0.26,0.0349,High,12.19
481,20240306,8090,3229,1157,21043.44,3.62,832102,1940384,39777,735,2.05,1.85,73.37,2.97,285.69,10.84,0.53,28.63,Digital,0.3,0.0362,High,25.63
236,20240307,8061,3027,1133,15236.71,3.7,388822,1559926,14351,139,0.92,0.97,73.11,2.65,-41.46,9.77,1.06,109.62,Product Launch,0.26,0.037,Negative,6.67
133,20240308,8002,3032,1121,14289.56,2.84,556516,1638435,28508,199,1.74,0.7,87.24,1.79,26.76,8.72,0.5,71.81,Brand Awareness,0.31,0.0284,Low,12.15
586,20240308,8027,3108,1118,5086.36,5.87,344611,944722,10014,248,1.06,2.48,64.96,1.13,151.19,5.38,0.51,20.51,Social Media,0.09,0.0587,Medium,31.67
815,20240308,8032,3069,1091,2700.81,3.79,163459,499476,16832,240,3.37,1.43,76.14,0.89,1257.78,5.41,0.16,11.25,Brand Awareness,0.14,0.0379,,67.66
337,20240308,8050,3208,1151,4681.79,3.97,116311,407730,8032,40,1.97,0.51,78.41,2.82,-29.56,11.48,0.58,117.04,Product Launch,0.29,0.0397,Negative,6.7
188,20240308,8061,3194,1091,7373.3,3.88,260311,625764,13954,230,2.23,1.65,71.2,2.59,101.34,11.78,0.53,32.06,Digital,0.3,0.0388,Medium,22.21
172,20240308,8086,3231,1073,3882.58,3.12,113146,345735,11685,216,3.38,1.85,79.15,2.18,691.33,11.23,0.33,17.97,Brand Awareness,0.36,0.0312,Very High,44.03
380,20240309,8003,3146,1116,3468.0,5.54,293156,1117244,10837,147,0.97,1.36,76.48,2.89,693.16,3.1,0.32,23.59,Product Launch,0.06,0.0554,Very High,32.42
596,20240309,8009,3284,1153,12475.34,4.34,241033,1233971,17892,53,1.45,0.3,81.69,2.76,-15.46,10.11,0.7,235.38,Product Launch,0.23,0.0434,Negative,3.47
963,20240310,8061,3240,1015,28070.34,4.42,935864,2777634,83051,896,2.99,1.08,82.87,2.48,358.63,10.11,0.34,31.33,Social Media,0.23,0.0442,High,26.45
1,20240311,8002,3251,1175,29695.6,2.53,592793,2935301,72795,1747,2.48,2.4,82.86,2.42,828.77,10.12,0.41,17.0,Brand Awareness,0.4,0.0253,Very High,48.75
521,20240311,8006,3029,1055,6426.04,5.37,199685,599353,9050,131,1.51,1.45,78.1,2.39,173.14,10.72,0.71,49.05,Social Media,0.2,0.0537,Medium,15.92
323,20240311,8026,3211,1020,27329.56,3.76,1043644,2645544,27513,379,1.04,1.38,87.64,2.77,68.41,10.33,0.99,72.11,Digital,0.27,0.0376,Low,12.15
295,20240311,8038,3158,1130,22364.64,3.68,696628,2221900,34661,246,1.56,0.71,71.2,3.18,65.49,10.07,0.65,90.91,Digital,0.27,0.0368,Low,7.83
297,20240312,8014,3226,1105,16373.02,2.64,224140,1376055,28209,270,2.05,0.96,76.38,1.74,25.4,11.9,0.58,60.64,Seasonal,0.45,0.0264,Low,12.6
794,20240313,8008,3081,1137,7056.8,5.02,453731,1533499,43551,640,2.84,1.47,80.87,0.7,1456.85,4.6,0.16,11.03,Product Launch,0.09,0.0502,,73.34
5,20240313,8021,3272,1075,17062.18,2.86,286487,1453792,35617,260,2.45,0.73,73.24,0.73,-12.08,11.74,0.48,65.62,Brand Awareness,0.41,0.0286,Negative,11.16
899,20240313,8022,3258,1166,36111.39,3.73,1422348,3355231,90255,1173,2.69,1.3,71.67,2.1,98.48,10.76,0.4,30.79,Digital,0.29,0.0373,Low,23.28
106,20240313,8056,3183,1152,2710.25,3.82,64668,247490,5420,115,2.19,2.14,82.3,3.15,383.76,10.95,0.5,23.57,Product Launch,0.29,0.0382,High,34.92
223,20240313,8059,3043,1184,12816.99,2.73,405517,1216675,16911,251,1.39,1.49,75.41,2.09,283.45,10.53,0.76,51.06,Product Launch,0.39,0.0273,High,14.77
779,20240314,8019,3065,1026,16788.88,5.66,1038051,3104183,48425,1142,1.56,2.36,69.52,1.29,352.55,5.41,0.35,14.7,Social Media,0.1,0.0566,High,47.29
640,20240314,8047,3046,1023,13034.8,2.24,436364,1501048,46382,853,3.09,1.84,64.81,0.57,450.64,8.68,0.28,15.28,Seasonal,0.39,0.0224,High,42.41
744,20240315,8016,3272,1111,8411.05,2.81,217696,750719,21545,64,2.87,0.3,62.65,2.44,-22.07,11.2,0.39,131.42,Seasonal,0.4,0.0281,Negative,4.77
796,20240315,8084,3276,1031,46290.17,4.74,1547178,3884494,51275,733,1.32,1.43,88.22,1.36,125.19,11.92,0.9,63.15,Social Media,0.25,0.0474,Medium,13.97
944,20240316,8079,3251,1083,11580.56,4.9,339167,981630,33964,115,3.46,0.34,76.24,1.27,42.61,11.8,0.34,100.7,Digital,0.24,0.049,Low,7.57
91,20240316,8081,3146,1008,8332.48,5.69,871442,2959684,90270,1218,3.05,1.35,69.37,2.01,977.32,2.82,0.09,6.84,Social Media,0.05,0.0569,Very High,101.4
635,20240317,8024,3096,1059,1982.62,5.39,124496,384726,12118,233,3.15,1.93,79.03,1.95,1426.29,5.15,0.16,8.51,Digital,0.1,0.0539,,92.88
668,20240317,8054,3218,1008,12540.85,4.63,478923,1141198,27046,527,2.37,1.95,65.34,0.53,413.79,10.99,0.46,23.8,Digital,0.24,0.0463,High,27.46
665,20240317,8081,3004,1131,16215.48,4.38,472178,1548644,53583,782,3.46,1.46,78.99,1.35,625.19,10.47,0.3,20.74,Product Launch,0.24,0.0438,Very High,38.09
972,20240318,8003,3062,1014,10954.47,3.96,588354,2243396,44419,328,1.98,0.74,73.32,2.49,309.6,4.88,0.25,33.4,Product Launch,0.12,0.0396,High,21.95
56,20240318,8032,3189,1094,13952.08,3.0,268277,1262566,13383,168,1.06,1.26,82.08,3.27,-18.87,11.05,1.04,83.05,Brand Awareness,0.37,0.03,Negative,9.88
384,20240318,8068,3235,1028,4211.56,4.81,121014,387262,7203,144,1.86,2.0,68.67,2.56,308.76,10.88,0.58,29.25,Product Launch,0.23,0.0481,High,23.48
925,20240319,8055,3012,1196,2934.07,2.38,71048,298616,4867,100,1.63,2.06,80.56,3.29,512.48,9.83,0.6,29.34,Seasonal,0.41,0.0238,Very High,27.46
350,20240319,8078,3116,1194,2975.11,5.79,212716,609060,20768,431,3.41,2.08,81.79,1.87,2498.84,4.88,0.14,6.9,Social Media,0.08,0.0579,,118.49
333,20240320,8043,3156,1172,24527.53,2.91,392240,2416641,83615,1889,3.46,2.26,83.72,2.72,614.52,10.15,0.29,12.98,Seasonal,0.35,0.0291,Very High,64.48
636,20240321,8042,3197,1036,25440.58,3.25,518723,2337165,67310,693,2.88,1.03,83.93,3.01,114.61,10.89,0.38,36.71,Product Launch,0.33,0.0325,Medium,22.86
149,20240321,8073,3300,1075,18004.87,4.65,644070,1678469,45990,722,2.74,1.57,65.65,2.34,597.92,10.73,0.39,24.94,Social Media,0.23,0.0465,Very High,26.33
638,20240321,8080,3275,1159,15670.87,2.31,412570,1415019,15140,369,1.07,2.44,80.62,2.88,72.98,11.07,1.04,42.47,Brand Awareness,0.48,0.0231,Low,18.98
813,20240321,8097,3290,1102,25724.64,5.16,597472,2368769,77695,404,3.28,0.52,84.17,2.63,65.73,10.86,0.33,63.67,Social Media,0.21,0.0516,Low,13.22
229,20240322,8011,3105,1021,9332.63,5.37,792919,2000202,59205,568,2.96,0.96,79.63,2.99,976.6,4.67,0.16,16.43,Digital,0.09,0.0537,Very High,48.46
917,20240322,8026,3285,1146,13772.04,3.09,255586,1274765,16189,142,1.27,0.88,72.46,1.74,96.62,10.8,0.85,96.99,Seasonal,0.35,0.0309,Low,7.47
268,20240322,8044,3081,1171,1166.05,6.6,68153,219665,1779,40,0.81,2.3,83.69,2.38,253.04,5.31,0.66,29.15,Digital,0.08,0.066,High,28.71
15,20240322,8062,3013,1195,12420.84,6.46,582756,1303182,41832,769,3.21,1.84,75.36,0.52,349.6,9.53,0.3,16.15,Social Media,0.15,0.0646,High,46.66
595,20240323,8001,3215,1111,11007.14,4.41,292244,1088066,11751,271,1.08,2.31,90.49,1.13,43.94,10.12,0.94,40.62,Personalization,0.23,0.0441,Low,22.28
740,20240323,8057,3078,1008,14629.51,3.73,717372,2981500,62015,1085,2.08,1.75,87.23,2.45,351.82,4.91,0.24,13.48,Brand Awareness,0.13,0.0373,High,64.69
292,20240324,8009,3117,1180,23731.31,4.46,1296551,4413738,150508,1685,3.41,1.12,80.65,0.65,1126.34,5.38,0.16,14.08,Product Launch,0.12,0.0446,,57.26
500,20240324,8010,3248,1119,15265.7,4.52,585861,1479843,15538,349,1.05,2.25,63.46,1.33,147.34,10.32,0.98,43.74,Digital,0.23,0.0452,Medium,14.51
238,20240324,8011,3135,1145,2044.79,6.82,278658,693239,13240,188,1.91,1.42,80.94,2.68,913.26,2.95,0.15,10.88,Digital,0.04,0.0682,Very High,74.42
254,20240324,8031,3197,1174,4810.07,3.91,113827,458578,11326,176,2.47,1.56,88.26,0.71,406.84,10.49,0.42,27.33,Seasonal,0.27,0.0391,High,32.29
727,20240324,8043,3155,1107,11058.05,3.45,395138,970360,23288,281,2.4,1.21,69.01,3.18,276.33,11.4,0.47,39.35,Digital,0.33,0.0345,High,17.54
491,20240324,8073,3282,1069,2597.19,4.45,62981,241086,7907,135,3.28,1.71,76.32,2.2,381.2,10.77,0.33,19.24,Digital,0.24,0.0445,High,39.67
986,20240324,8098,3215,1113,8282.4,4.64,327703,800460,8244,63,1.03,0.77,68.95,3.29,-18.22,10.35,1.0,131.47,Digital,0.22,0.0464,Negative,5.24
746,20240325,8025,3165,1049,19862.98,5.75,685706,1703350,18396,136,1.08,0.74,67.06,1.0,-42.34,11.66,1.08,146.05,Social Media,0.2,0.0575,Negative,4.59
814,20240325,8073,3166,1059,30725.18,4.88,1123291,2716577,30154,331,1.11,1.1,64.38,3.14,69.12,11.31,1.02,92.83,Social Media,0.23,0.0488,Low,6.94
969,20240325,8087,3198,1155,20282.8,5.3,680848,1889801,19464,260,1.03,1.34,77.51,3.47,96.92,10.73,1.04,78.01,Digital,0.2,0.053,Low,9.94
215,20240326,8092,3071,1143,5035.32,6.05,265772,938707,21590,455,2.3,2.11,69.53,1.11,501.2,5.36,0.23,11.07,Social Media,0.09,0.0605,Very High,62.83
512,20240328,8015,3038,1188,9887.52,3.41,309279,1625990,21788,455,1.34,2.09,86.42,1.14,674.2,6.08,0.45,21.73,Seasonal,0.18,0.0341,Very High,39.77
470,20240328,8017,3274,1120,2224.52,4.02,76364,188306,4368,19,2.32,0.45,63.26,2.59,-54.15,11.81,0.51,117.08,Social Media,0.29,0.0402,Negative,5.4
283,20240328,8025,3182,1155,1921.79,4.76,72414,181944,2146,22,1.18,1.07,70.12,3.4,12.05,10.56,0.9,87.35,Digital,0.22,0.0476,Low,8.03
645,20240329,8100,3223,1175,32233.78,2.7,1081237,3143454,65069,995,2.07,1.53,69.83,3.42,139.98,10.25,0.5,32.4,Seasonal,0.38,0.027,Medium,21.56
370,20240331,8001,3195,1061,10606.67,5.12,249450,934172,14479,97,1.55,0.67,77.56,2.19,0.28,11.35,0.73,109.35,Personalization,0.22,0.0512,Low,7.09
879,20240331,8036,3122,1169,12486.24,4.14,1142675,4392986,87859,2091,2.0,2.38,82.11,1.32,750.54,2.84,0.14,5.97,Brand Awareness,0.07,0.0414,Very High,137.5
73,20240331,8053,3287,1170,27379.1,2.32,734157,2411719,20258,239,0.84,1.18,72.14,1.09,-13.07,11.35,1.35,114.56,Brand Awareness,0.49,0.0232,Negative,6.3
228,20240331,8074,3188,1095,19831.61,4.46,526362,1808163,55872,1190,3.09,2.13,85.14,0.97,1066.88,10.97,0.35,16.67,Digital,0.25,0.0446,,51.09
836,20240331,8088,3208,1124,4353.6,5.15,109164,358530,10684,215,2.98,2.02,71.48,2.47,249.72,12.14,0.41,20.25,Social Media,0.24,0.0515,High,35.3
517,20240401,8001,3043,1002,17720.47,5.67,714762,1997200,49131,1174,2.46,2.39,88.25,0.6,1189.57,8.87,0.36,15.09,Personalization,0.16,0.0567,,58.47
524,20240401,8001,3295,1172,22396.74,4.32,650270,2095413,36250,841,1.73,2.32,76.97,2.25,207.08,10.69,0.62,26.63,Personalization,0.25,0.0432,High,28.9
173,20240401,8024,3010,1080,13633.76,4.32,409021,1383807,27676,387,2.0,1.4,89.03,1.93,342.76,9.85,0.49,35.23,Social Media,0.23,0.0432,High,25.27
359,20240401,8071,3091,1105,9212.96,4.66,542091,1983093,64648,736,3.26,1.14,83.57,1.48,502.33,4.65,0.14,12.52,Social Media,0.1,0.0466,Very High,66.76
499,20240401,8089,3115,1174,7597.23,3.65,571102,1650167,55775,970,3.38,1.74,84.7,1.38,1042.77,4.6,0.14,7.83,Brand Awareness,0.13,0.0365,,108.14
121,20240402,8007,3283,1129,7948.05,3.48,120335,706437,8124,181,1.15,2.24,75.59,2.9,34.99,11.25,0.98,43.91,Product Launch,0.32,0.0348,Low,17.21
95,20240402,8077,3258,1027,19826.12,4.37,603034,1910292,35531,660,1.86,1.86,61.58,2.05,234.64,10.38,0.56,30.04,Social Media,0.24,0.0437,High,20.5
764,20240403,8065,3185,1021,6966.35,4.82,100487,632880,15062,274,2.38,1.82,63.5,2.2,186.63,11.01,0.46,25.42,Product Launch,0.23,0.0482,Medium,24.98
723,20240405,8077,3214,1110,10499.93,3.67,334317,1005887,15188,129,1.51,0.85,67.36,1.41,71.99,10.44,0.69,81.39,Brand Awareness,0.28,0.0367,Low,8.28
322,20240405,8097,3035,1016,14679.52,6.41,431826,1666556,35497,191,2.13,0.54,72.01,1.54,34.99,8.81,0.41,76.86,Social Media,0.14,0.0641,Low,9.37
464,20240406,8006,3230,1077,28805.86,4.17,784178,2416601,50990,846,2.11,1.66,72.43,2.79,200.23,11.92,0.56,34.05,Social Media,0.29,0.0417,High,21.27
669,20240406,8015,3185,1198,1227.54,4.54,47847,113275,3772,21,3.33,0.58,75.92,3.44,23.67,10.84,0.33,58.45,Digital,0.24,0.0454,Low,12.99
19,20240406,8084,3010,1109,4096.19,3.32,156232,383542,7402,45,1.93,0.61,66.37,2.14,-31.81,10.68,0.55,91.03,Digital,0.32,0.0332,Negative,7.29
409,20240406,8087,3213,1034,24587.45,2.28,376002,2453630,44165,340,1.8,0.77,75.84,3.37,163.26,10.02,0.56,72.32,Brand Awareness,0.44,0.0228,Medium,10.49
850,20240407,8023,3200,1079,10285.87,2.42,338195,981390,21198,76,2.16,0.36,89.5,0.79,-10.09,10.48,0.49,135.34,Seasonal,0.43,0.0242,Negative,6.61
281,20240407,8077,3113,1019,6136.21,4.41,184687,1228900,25438,274,2.07,1.08,83.84,3.42,742.4,4.99,0.24,22.39,Seasonal,0.11,0.0441,Very High,37.44
768,20240408,8025,3030,1063,16892.33,3.83,502466,1752767,51356,600,2.93,1.17,74.17,1.36,94.43,9.64,0.33,28.15,Social Media,0.25,0.0383,Low,26.34
906,20240408,8045,3026,1062,24458.43,3.64,486678,2550587,30351,209,1.19,0.69,82.25,2.48,27.37,9.59,0.81,117.03,Product Launch,0.26,0.0364,Low,7.03
562,20240408,8060,3088,1020,11089.67,4.79,510016,2355545,52764,1134,2.24,2.15,77.92,2.86,1233.2,4.71,0.21,9.78,Seasonal,0.1,0.0479,,79.68
96,20240408,8099,3009,1147,9063.18,4.31,324723,883810,22802,221,2.58,0.97,86.84,2.19,186.07,10.25,0.4,41.01,Social Media,0.24,0.0431,Medium,21.18
43,20240409,8051,3063,1087,15514.43,4.03,1067776,3113769,76287,1769,2.45,2.32,77.68,3.08,1555.02,4.98,0.2,8.77,Product Launch,0.12,0.0403,,88.57
367,20240410,8086,3151,1186,8093.82,2.86,124355,725346,12185,76,1.68,0.63,83.15,3.25,65.04,11.16,0.66,106.5,Seasonal,0.39,0.0286,Low,7.81
147,20240410,8092,3297,1145,10159.99,3.79,292949,865590,12983,296,1.5,2.28,82.32,3.04,437.04,11.74,0.78,34.32,Digital,0.31,0.0379,High,23.98
932,20240411,8043,3176,1157,5662.62,2.42,124601,513492,10372,52,2.02,0.51,89.79,1.13,80.94,11.03,0.55,108.9,Seasonal,0.46,0.0242,Low,8.25
653,20240411,8078,3010,1125,16976.54,2.98,518620,1552334,32133,604,2.07,1.88,72.43,1.46,126.48,10.94,0.53,28.11,Brand Awareness,0.37,0.0298,Medium,25.77
284,20240411,8083,3263,1021,7877.76,4.35,299527,698804,12508,51,1.79,0.41,74.24,2.41,-3.8,11.27,0.63,154.47,Social Media,0.26,0.0435,Negative,4.81
342,20240411,8084,3210,1139,21687.99,2.85,661049,2077538,45290,461,2.18,1.02,81.57,2.41,22.2,10.44,0.48,47.05,Seasonal,0.37,0.0285,Low,17.34
168,20240412,8032,3202,1052,21518.39,4.37,914297,2070008,58374,1295,2.82,2.22,72.69,2.39,721.12,10.4,0.37,16.62,Social Media,0.24,0.0437,Very High,43.75
774,20240412,8059,3140,1106,1040.7,5.6,144330,361208,3575,26,0.99,0.73,74.64,1.55,247.03,2.88,0.29,40.03,Digital,0.05,0.056,High,18.65
358,20240413,8035,3139,1089,6592.24,3.17,771439,2320333,68681,679,2.96,0.99,76.43,2.66,1677.15,2.84,0.1,9.71,Brand Awareness,0.09,0.0317,,78.72
256,20240413,8047,3109,1121,1854.24,4.03,126517,396698,8608,33,2.17,0.39,69.74,3.42,82.89,4.67,0.22,56.19,Product Launch,0.12,0.0403,Low,12.41
763,20240413,8061,3044,1096,11374.72,2.82,294804,1149977,11844,107,1.03,0.91,78.71,2.21,-52.07,9.89,0.96,106.31,Brand Awareness,0.35,0.0282,Negative,7.4
658,20240414,8010,3122,1136,4957.29,5.5,463161,1489163,21443,173,1.44,0.81,82.95,1.4,503.0,3.33,0.23,28.65,Seasonal,0.06,0.055,Very High,28.95
918,20240414,8010,3254,1027,28012.85,3.73,716626,2494467,82067,500,3.29,0.61,76.4,2.88,35.42,11.23,0.34,56.03,Brand Awareness,0.3,0.0373,Low,13.64
432,20240414,8013,3284,1116,3604.8,6.07,94217,309495,6994,115,2.26,1.65,86.01,1.14,68.11,11.65,0.52,31.35,Social Media,0.19,0.0607,Low,27.44
651,20240414,8085,3079,1181,7082.66,4.68,419131,1289356,24368,499,1.89,2.05,80.19,3.45,518.36,5.49,0.29,14.19,Digital,0.12,0.0468,Very High,56.5
334,20240414,8087,3022,1026,23762.36,4.98,809924,2148148,48977,1067,2.28,2.18,77.63,3.01,249.32,11.06,0.49,22.27,Social Media,0.22,0.0498,High,34.86
198,20240414,8097,3206,1181,18195.2,3.64,528078,1577426,21926,366,1.39,1.67,74.88,2.37,258.24,11.53,0.83,49.71,Product Launch,0.32,0.0364,High,15.06
383,20240415,8058,3211,1024,14664.88,3.06,338094,1256422,25756,540,2.05,2.1,73.15,2.31,473.69,11.67,0.57,27.16,Seasonal,0.38,0.0306,High,26.94
163,20240415,8059,3020,1028,32015.99,4.29,1321763,3494729,72340,1497,2.07,2.07,77.54,1.0,527.64,9.16,0.44,21.39,Digital,0.21,0.0429,Very High,36.26
347,20240415,8076,3254,1141,9094.48,2.46,229887,864681,10289,120,1.19,1.17,69.68,1.91,43.0,10.52,0.88,75.79,Brand Awareness,0.43,0.0246,Low,9.19
685,20240416,8017,3265,1131,12547.05,3.95,345678,1210467,35950,672,2.97,1.87,81.2,1.06,656.18,10.37,0.35,18.67,Digital,0.26,0.0395,Very High,43.49
193,20240417,8043,3236,1094,11529.56,4.6,341537,1090005,30956,656,2.84,2.12,71.94,3.26,792.58,10.58,0.37,17.58,Social Media,0.23,0.046,Very High,40.93
159,20240418,8059,3172,1190,7144.4,3.17,179369,638144,6317,35,0.99,0.56,73.59,1.13,-33.71,11.2,1.13,204.13,Seasonal,0.35,0.0317,Negative,3.61
984,20240418,8070,3011,1113,5775.98,5.31,145038,520723,17600,65,3.38,0.37,89.27,0.7,120.53,11.09,0.33,88.86,Social Media,0.21,0.0531,Medium,10.05
302,20240419,8067,3277,1107,3524.3,3.07,54780,332757,4991,19,1.5,0.4,71.86,1.07,-6.74,10.59,0.71,185.49,Product Launch,0.34,0.0307,Negative,3.87
509,20240419,8078,3262,1013,18745.71,2.19,558446,1724865,35877,814,2.08,2.27,67.88,3.42,507.37,10.87,0.52,23.03,Brand Awareness,0.5,0.0219,Very High,29.48
196,20240419,8081,3045,1086,18806.86,2.87,665903,2166554,60663,1389,2.8,2.29,75.2,1.43,562.96,8.68,0.31,13.54,Brand Awareness,0.3,0.0287,Very High,55.54
324,20240420,8077,3246,1095,43215.56,4.06,937599,3662766,36627,673,1.0,1.84,72.48,2.81,127.1,11.8,1.18,64.21,Product Launch,0.29,0.0406,Medium,11.29
448,20240420,8086,3163,1029,20063.58,2.9,595073,1880300,22751,402,1.21,1.77,92.99,2.04,232.57,10.67,0.88,49.91,Brand Awareness,0.37,0.029,High,18.63
