ProductionID,DateKey,PlantID,ProductID,Produced_Quantity,Production_Cost,Material_Cost,Labor_Cost,Energy_Cost,Downtime_Hours,Efficiency_Rate,Quality_Defect_Rate,Capacity_Utilization,Shift,Cost_Per_Unit,OEE,Downtime_Cost
959,20240315,6084,1057,5578,7619.46,4849.23,2023.19,747.05,0.0,82.67,0.19,54.66,Afternoon,1.366,65.09,0.0
690,20240315,6100,1144,5095,9299.65,7099.62,1777.87,422.16,0.0,85.81,0.47,64.92,Afternoon,1.8253,43.38,0.0
307,20240316,6016,1184,8088,6101.89,3949.46,1520.0,632.43,0.0,89.86,0.56,61.79,Afternoon,0.7544,41.05,0.0
210,20240316,6025,1143,6452,11868.97,9288.03,1860.89,720.05,0.0,89.6,0.45,62.78,Night,1.8396,48.96,0.0
733,20240316,6054,1100,9366,9701.38,5406.38,3173.29,1121.72,0.0,84.68,0.28,56.17,Afternoon,1.0358,63.43,0.0
338,20240317,6009,1016,9562,7300.39,4455.1,2307.91,537.38,0.0,91.0,0.09,53.57,Night,0.7635,52.31,0.0
378,20240317,6090,1116,4913,8065.68,5698.11,1927.03,440.54,0.0,85.56,0.39,60.48,Afternoon,1.6417,59.93,0.0
318,20240318,6007,1031,17146,13118.83,8090.21,2849.43,2179.2,0.0,91.95,0.1,70.28,Morning,0.7651,60.81,0.0
227,20240318,6066,1109,5078,8305.18,6254.9,1720.89,329.39,0.0,84.26,0.37,59.09,Afternoon,1.6355,47.18,0.0
784,20240319,6041,1012,11004,10000.11,5110.58,3266.52,1623.0,0.0,87.38,0.1,59.87,Night,0.9088,78.73,0.0
67,20240319,6054,1160,6663,12397.87,9758.45,1727.66,911.76,1.4,87.7,0.6,71.24,Night,1.8607,47.92,700.0
894,20240319,6095,1195,2488,2454.79,1219.87,990.15,244.77,4.3,83.13,0.86,45.59,Night,0.9867,32.12,2150.0
584,20240320,6010,1109,9572,14414.65,11943.03,1677.98,793.64,0.0,89.41,0.37,70.61,Afternoon,1.5059,49.49,0.0
843,20240320,6064,1060,4938,7177.85,4556.89,1921.64,699.32,0.0,86.76,0.19,64.57,Afternoon,1.4536,55.12,0.0
214,20240321,6019,1072,17449,10880.48,5113.38,3425.94,2341.17,0.0,87.47,0.05,65.47,Afternoon,0.6236,100.0,0.0
667,20240321,6032,1109,7311,10714.39,8457.0,1624.32,633.07,0.0,86.3,0.39,59.61,Night,1.4655,56.0,0.0
5,20240321,6088,1156,3702,6739.46,4978.87,1300.76,459.84,0.0,81.26,0.48,54.83,Afternoon,1.8205,39.27,0.0
905,20240322,6003,1100,18676,16479.0,10661.71,3671.53,2145.76,0.0,90.43,0.28,65.43,Afternoon,0.8824,94.89,0.0
803,20240322,6021,1067,10923,6933.04,3166.13,2978.27,788.64,0.0,89.98,0.05,57.33,Afternoon,0.6347,100.0,0.0
744,20240322,6026,1038,8995,6955.0,4062.38,2035.28,857.33,0.0,89.92,0.1,52.15,Afternoon,0.7732,62.22,0.0
821,20240322,6036,1154,8016,13803.38,11120.35,1820.95,862.07,0.0,90.23,0.49,68.73,Afternoon,1.722,68.31,0.0
556,20240322,6053,1171,8258,12289.99,8437.09,2808.85,1044.05,0.0,86.97,0.37,58.18,Afternoon,1.4883,69.95,0.0
342,20240322,6088,1146,3680,6942.28,5193.47,1221.26,527.55,0.0,83.3,0.46,62.45,Morning,1.8865,39.04,0.0
818,20240323,6082,1048,4088,5643.98,3779.19,1599.15,265.64,0.0,85.12,0.2,57.34,Morning,1.3806,56.84,0.0
129,20240324,6002,1014,13643,10939.74,6295.69,3108.05,1536.0,0.0,92.77,0.09,61.81,Night,0.8019,57.48,0.0
281,20240324,6018,1186,8512,7405.92,4322.74,2050.24,1032.94,0.0,94.91,0.58,68.1,Morning,0.8701,43.02,0.0
969,20240324,6035,1067,10142,6656.4,3036.97,2945.05,674.38,0.0,88.86,0.05,60.14,Afternoon,0.6563,100.0,0.0
738,20240324,6038,1129,8101,9670.45,6795.86,2236.15,638.44,0.0,89.45,0.29,58.52,Night,1.1937,72.14,0.0
773,20240324,6083,1025,6993,6199.49,3092.87,2256.08,850.53,0.0,88.56,0.09,65.21,Afternoon,0.8865,83.13,0.0
659,20240325,6044,1043,7423,9302.64,6545.91,2194.14,562.59,0.0,86.08,0.19,63.68,Night,1.2532,48.67,0.0
332,20240325,6100,1140,5050,6556.22,4090.23,1964.12,501.88,4.4,86.91,0.44,70.65,Morning,1.2983,52.65,2200.0
637,20240326,6015,1018,11794,8481.31,5409.64,2349.95,721.71,0.0,87.44,0.1,65.21,Afternoon,0.7191,66.75,0.0
579,20240326,6041,1134,8105,9770.39,6698.55,2227.96,843.88,0.0,90.55,0.27,59.91,Night,1.2055,57.99,0.0
173,20240327,6029,1023,8498,6888.4,3895.54,2465.68,527.18,0.0,86.87,0.1,60.94,Afternoon,0.8106,71.62,0.0
535,20240327,6033,1019,10851,8599.66,4901.5,2958.41,739.74,1.4,91.49,0.11,68.84,Afternoon,0.7925,98.34,700.0
731,20240327,6063,1193,3513,3368.94,1821.91,1204.51,342.53,0.0,83.49,0.58,59.24,Morning,0.959,33.7,0.0
814,20240328,6045,1084,8391,8009.2,4791.62,2132.84,1084.75,0.0,88.43,0.28,62.68,Morning,0.9545,43.14,0.0
867,20240328,6063,1136,4934,6139.36,3804.43,1684.85,650.08,0.0,84.98,0.3,70.82,Morning,1.2443,47.33,0.0
528,20240328,6089,1153,4150,7530.48,5629.86,1427.98,472.64,0.0,81.66,0.5,53.23,Morning,1.8146,44.07,0.0
545,20240328,6095,1003,6463,5526.49,2777.96,2020.49,728.05,0.0,88.44,0.1,61.73,Morning,0.8551,68.49,0.0
776,20240329,6095,1092,7489,7715.66,4408.01,2848.85,458.8,4.6,86.66,0.39,68.04,Afternoon,1.0303,98.17,2300.0
571,20240330,6011,1140,10475,11735.84,8763.04,1917.74,1055.06,0.0,94.17,0.29,58.9,Afternoon,1.1204,44.5,0.0
885,20240331,6014,1190,8217,6380.06,4039.06,1419.55,921.45,0.0,92.07,0.55,66.3,Morning,0.7764,60.22,0.0
557,20240331,6043,1050,8227,11130.43,7149.09,2818.36,1162.98,0.0,91.76,0.19,68.55,Afternoon,1.3529,50.19,0.0
507,20240331,6054,1051,9343,11747.07,8074.67,2829.25,843.15,0.0,89.93,0.19,60.87,Morning,1.2573,63.27,0.0
95,20240331,6067,1198,3331,3019.62,1690.43,1113.18,216.01,0.0,87.46,0.54,56.56,Morning,0.9065,37.69,0.0
396,20240331,6093,1042,4481,6202.09,3855.66,1739.91,606.52,0.0,85.34,0.19,57.0,Afternoon,1.3841,67.22,0.0
997,20240331,6094,1011,8323,7974.75,3725.16,3130.92,1118.67,0.0,85.72,0.09,91.57,Night,0.9582,100.0,0.0
533,20240401,6043,1121,8909,11340.84,7451.74,2876.91,1012.19,0.0,89.25,0.28,64.58,Night,1.273,54.35,0.0
370,20240401,6084,1043,5226,6917.65,4688.27,1627.27,602.11,0.0,84.54,0.19,67.4,Morning,1.3237,60.98,0.0
787,20240402,6002,1086,14827,13775.79,9295.29,3394.14,1086.36,0.0,90.57,0.27,63.31,Afternoon,0.9291,62.47,0.0
693,20240402,6009,1200,6747,5741.97,3468.79,1397.19,876.0,0.0,88.01,0.58,56.59,Night,0.851,36.91,0.0
170,20240402,6047,1035,10920,9241.12,4937.61,3038.16,1265.35,0.0,85.16,0.09,57.39,Afternoon,0.8463,100.0,0.0
502,20240403,6012,1095,14279,12973.88,8864.39,2861.9,1247.59,0.0,94.28,0.29,75.42,Afternoon,0.9086,85.99,0.0
499,20240404,6011,1012,15543,12633.92,7211.47,3442.58,1979.87,0.0,91.33,0.09,63.06,Morning,0.8128,66.04,0.0
946,20240404,6013,1196,6831,5200.87,3463.56,1106.61,630.7,0.0,88.94,0.54,62.95,Afternoon,0.7614,48.34,0.0
223,20240404,6033,1189,5652,4926.97,2912.91,1451.14,562.92,0.0,90.25,0.56,68.04,Afternoon,0.8717,48.23,0.0
207,20240404,6066,1061,9936,7458.48,2904.95,3793.81,759.72,0.0,86.01,0.05,64.92,Morning,0.7507,92.32,0.0
825,20240404,6067,1110,5521,9078.35,6311.91,2108.67,657.77,2.3,84.61,0.58,61.43,Afternoon,1.6443,69.1,1150.0
449,20240405,6005,1002,14442,10012.74,6448.58,2770.18,793.98,0.0,94.48,0.1,60.09,Night,0.6933,58.36,0.0
142,20240405,6033,1057,6686,7837.62,5731.64,1529.01,576.97,0.0,88.92,0.19,62.19,Afternoon,1.1722,57.06,0.0
7,20240405,6050,1080,11341,7817.17,3371.86,3561.65,883.67,0.0,87.25,0.05,59.38,Night,0.6893,91.06,0.0
426,20240405,6083,1092,5032,5034.86,3102.73,1546.51,385.62,0.0,81.54,0.28,53.66,Night,1.0006,59.82,0.0
450,20240406,6045,1071,10412,6520.32,3044.62,2651.63,824.07,0.0,85.09,0.05,63.39,Night,0.6262,53.53,0.0
240,20240406,6049,1089,8075,8363.83,4833.11,2484.52,1046.21,0.0,84.2,0.27,66.52,Morning,1.0358,61.81,0.0
876,20240406,6050,1091,9098,8977.74,5509.83,2437.58,1030.34,0.0,86.95,0.27,54.42,Night,0.9868,73.05,0.0
996,20240407,6003,1058,18868,22689.32,16859.19,3078.18,2751.95,0.0,95.14,0.19,73.84,Morning,1.2025,95.86,0.0
287,20240407,6005,1081,19561,19034.93,12093.05,4477.1,2464.78,1.5,91.22,0.3,70.9,Afternoon,0.9731,84.31,750.0
451,20240407,6034,1029,7922,6539.82,3507.49,2218.42,813.91,0.0,85.91,0.09,53.49,Night,0.8255,100.0,0.0
268,20240407,6045,1148,5153,9034.04,7025.52,1534.38,474.13,0.0,83.83,0.47,50.16,Night,1.7532,26.49,0.0
892,20240407,6069,1027,6331,5382.19,2819.19,2103.91,459.09,0.0,82.02,0.09,50.66,Night,0.8501,72.78,0.0
734,20240408,6036,1142,6612,12104.49,9594.65,1596.55,913.29,0.0,89.41,0.48,67.55,Afternoon,1.8307,56.35,0.0
788,20240408,6056,1005,11755,10691.59,5041.99,3974.68,1674.92,0.0,89.91,0.09,65.72,Night,0.9095,98.34,0.0
72,20240409,6051,1060,6975,8820.36,5988.87,2252.8,578.69,0.0,85.94,0.18,61.37,Afternoon,1.2646,68.58,0.0
561,20240410,6024,1029,8998,6999.27,3994.64,1894.7,1109.94,0.0,88.29,0.1,63.15,Afternoon,0.7779,64.02,0.0
136,20240410,6043,1170,8136,11568.8,8255.9,2375.54,937.36,0.0,86.51,0.39,55.14,Morning,1.4219,49.63,0.0
62,20240411,6014,1016,12490,9921.11,5706.11,2353.95,1861.05,1.2,90.26,0.11,56.76,Night,0.7943,96.35,600.0
503,20240411,6036,1048,7339,9635.32,6744.27,1983.31,907.73,0.0,90.95,0.19,56.61,Afternoon,1.3129,62.54,0.0
902,20240411,6072,1068,9731,8098.26,2984.81,3809.18,1304.27,0.0,87.92,0.05,62.76,Morning,0.8322,100.0,0.0
102,20240411,6074,1111,4585,7678.4,5650.57,1746.38,281.44,0.0,87.75,0.38,63.73,Morning,1.6747,48.55,0.0
126,20240412,6007,1024,12148,9607.07,5214.96,2878.03,1514.08,0.0,87.33,0.1,53.71,Night,0.7908,43.08,0.0
253,20240412,6059,1086,10037,10699.94,5940.35,3478.46,1281.13,0.0,88.4,0.29,71.48,Morning,1.066,60.61,0.0
553,20240413,6092,1013,5041,4632.19,2191.25,1886.58,554.36,0.0,83.88,0.1,52.19,Night,0.9189,63.57,0.0
815,20240414,6059,1081,11597,11121.2,6881.74,2982.79,1256.68,0.0,88.93,0.27,66.82,Night,0.959,70.03,0.0
388,20240414,6090,1167,5198,7379.84,5110.09,1894.99,374.76,0.0,87.57,0.39,60.87,Night,1.4197,63.41,0.0
282,20240415,6013,1137,12651,13912.26,10196.5,2107.45,1608.31,0.0,93.79,0.27,69.49,Night,1.0997,89.52,0.0
225,20240415,6020,1086,10956,9391.03,6348.02,1655.14,1387.88,0.0,93.12,0.27,62.52,Afternoon,0.8572,75.57,0.0
631,20240415,6076,1045,6448,9046.1,5958.13,2455.82,632.14,0.0,86.87,0.2,67.7,Night,1.4029,100.0,0.0
92,20240416,6015,1025,17669,14516.1,8267.7,4356.6,1891.8,0.0,88.66,0.09,73.55,Night,0.8216,100.0,0.0
177,20240416,6029,1074,11318,7307.57,3271.91,3179.22,856.44,0.0,89.18,0.05,69.07,Afternoon,0.6457,95.38,0.0
768,20240416,6045,1035,11934,10738.93,5566.02,3825.94,1346.97,0.0,91.36,0.1,67.53,Morning,0.8999,61.36,0.0
412,20240416,6052,1141,5056,9216.3,7139.94,1447.63,628.74,0.0,88.18,0.5,61.98,Night,1.8228,51.79,0.0
708,20240416,6086,1168,6414,9271.17,6461.97,2459.75,349.46,0.0,83.27,0.37,64.25,Morning,1.4455,60.64,0.0
703,20240417,6054,1003,9280,7281.19,4143.8,2660.64,476.75,0.0,87.15,0.09,57.7,Afternoon,0.7846,62.84,0.0
877,20240418,6051,1187,5748,5324.41,2902.36,1682.26,739.79,0.0,85.83,0.6,59.37,Night,0.9263,56.51,0.0
732,20240418,6069,1057,6354,9038.01,5992.43,2350.7,694.88,0.0,88.97,0.18,64.39,Morning,1.4224,73.04,0.0
48,20240418,6092,1034,6643,5973.5,2905.2,2390.75,677.56,0.0,87.86,0.09,63.98,Afternoon,0.8992,83.77,0.0
857,20240419,6031,1164,10057,12428.23,9654.71,2130.69,642.82,0.0,84.15,0.4,63.18,Morning,1.2358,66.69,0.0
478,20240419,6085,1185,4017,3807.9,2070.75,1247.43,489.71,0.0,82.21,0.59,61.33,Night,0.9479,46.76,0.0
765,20240420,6030,1123,7128,8450.66,5897.24,1755.04,798.38,1.3,85.12,0.31,61.5,Night,1.1856,53.73,650.0
138,20240420,6057,1129,7297,8539.34,5590.53,2024.81,923.99,0.0,91.76,0.29,55.88,Afternoon,1.1703,52.53,0.0
746,20240420,6069,1114,5551,9236.83,6904.51,1897.61,434.7,0.0,81.66,0.37,64.34,Afternoon,1.664,63.81,0.0
197,20240421,6047,1039,10039,8898.3,4519.7,2928.79,1449.81,0.0,87.88,0.1,56.9,Night,0.8864,91.93,0.0
394,20240422,6077,1071,7922,5642.47,2493.1,2719.85,429.53,0.0,88.39,0.05,72.22,Morning,0.7123,97.66,0.0
824,20240423,6026,1191,6398,5408.18,3162.19,1536.38,709.61,0.0,87.62,0.59,68.19,Morning,0.8453,44.26,0.0
407,20240423,6028,1002,9026,7066.34,3891.44,2061.17,1113.73,0.0,86.28,0.09,61.51,Afternoon,0.7829,74.59,0.0
45,20240423,6084,1141,3160,5884.52,4467.84,1218.13,198.55,0.0,82.94,0.48,59.33,Afternoon,1.8622,36.87,0.0
399,20240424,6086,1120,3843,6183.41,4612.64,1179.53,391.24,0.0,82.2,0.37,55.91,Afternoon,1.609,36.33,0.0
537,20240426,6008,1022,14265,10924.8,6262.54,3438.05,1224.21,0.0,91.46,0.09,66.93,Night,0.7658,80.0,0.0
165,20240426,6034,1141,6240,10972.2,8576.67,1734.82,660.7,0.0,89.14,0.45,64.64,Night,1.7584,78.77,0.0
522,20240426,6042,1019,10207,8614.85,4556.49,2755.84,1302.52,0.0,86.35,0.09,57.17,Night,0.844,71.98,0.0
139,20240426,6083,1116,4510,7201.69,5297.73,1551.93,352.02,0.0,83.94,0.38,63.29,Morning,1.5968,53.61,0.0
249,20240427,6040,1145,7981,14093.67,11069.14,1861.61,1162.92,0.0,88.37,0.46,68.11,Afternoon,1.7659,47.15,0.0
505,20240427,6077,1196,2937,2693.41,1442.79,1061.1,189.53,0.0,86.14,0.6,56.97,Night,0.9171,36.21,0.0
558,20240428,6048,1023,9154,7577.01,3955.79,2366.5,1254.72,0.0,88.0,0.1,60.64,Morning,0.8277,79.54,0.0
909,20240428,6076,1001,5468,5123.22,2581.76,2086.92,454.54,0.0,81.82,0.09,49.15,Night,0.9369,84.8,0.0
638,20240429,6084,1020,7459,6355.76,3235.31,2241.02,879.42,0.0,83.34,0.1,57.23,Afternoon,0.8521,87.04,0.0
630,20240429,6099,1089,5367,5622.56,3157.2,1871.72,593.64,0.0,84.7,0.28,52.54,Night,1.0476,54.08,0.0
676,20240430,6063,1003,8218,7632.92,3776.18,2677.44,1179.3,4.5,85.69,0.13,64.82,Night,0.9288,97.02,2250.0
457,20240430,6069,1028,8125,6905.5,3490.28,2979.15,436.08,0.0,84.56,0.1,65.06,Morning,0.8499,93.4,0.0
452,20240430,6085,1174,6863,10137.62,7070.37,2484.91,582.35,0.0,83.38,0.39,64.51,Night,1.4771,79.89,0.0
819,20240501,6027,1042,8379,10039.1,7497.5,1774.92,766.68,0.0,90.97,0.19,79.12,Morning,1.1981,52.94,0.0
605,20240501,6040,1169,10801,14762.47,10990.69,2528.73,1243.06,0.0,91.87,0.39,79.92,Morning,1.3668,63.81,0.0
968,20240501,6092,1080,7930,5382.12,2289.22,2536.77,556.13,0.0,85.04,0.05,66.04,Afternoon,0.6787,100.0,0.0
663,20240502,6006,1187,7875,5864.97,3755.94,1548.37,560.66,0.0,94.24,0.56,67.23,Afternoon,0.7448,39.04,0.0
954,20240502,6008,1173,12873,16818.03,12243.29,2829.42,1745.32,0.0,87.08,0.39,62.14,Night,1.3065,72.19,0.0
653,20240502,6047,1195,5797,5632.57,2993.86,1987.74,650.98,0.0,88.75,0.59,78.39,Night,0.9716,53.09,0.0
83,20240502,6053,1179,9053,12433.33,9057.25,2658.32,717.76,0.0,83.7,0.37,63.38,Night,1.3734,76.68,0.0
418,20240503,6083,1129,4669,5626.18,3673.8,1517.66,434.71,0.0,81.46,0.28,67.29,Night,1.205,55.5,0.0
974,20240504,6039,1021,11911,9448.64,5280.97,3427.24,740.43,0.0,84.15,0.1,67.38,Night,0.7933,73.37,0.0
75,20240504,6054,1182,5777,5330.21,2848.8,1639.61,841.81,0.0,85.95,0.59,70.03,Night,0.9227,39.12,0.0
156,20240504,6089,1053,6858,9586.92,6171.88,2630.01,785.03,0.0,81.26,0.19,77.87,Night,1.3979,72.83,0.0
712,20240506,6017,1065,23374,15522.38,6927.47,5354.88,3240.04,0.0,92.91,0.05,82.22,Morning,0.6641,100.0,0.0
598,20240507,6044,1067,15252,11214.63,4739.62,5105.04,1369.97,1.7,85.85,0.05,82.73,Afternoon,0.7353,107.62,850.0
929,20240508,6001,1098,19555,17359.89,11849.8,3544.59,1965.5,0.0,96.39,0.29,74.44,Night,0.8877,97.55,0.0
633,20240508,6042,1125,8126,8771.02,6189.8,2115.51,465.71,0.0,84.93,0.29,80.04,Night,1.0794,57.3,0.0
198,20240510,6009,1074,18280,10024.87,5717.27,2874.89,1432.7,0.0,88.71,0.05,83.03,Morning,0.5484,100.0,0.0
49,20240510,6047,1197,5195,4618.91,2502.05,1815.19,301.67,0.0,85.95,0.59,68.17,Night,0.8891,47.57,0.0
23,20240510,6100,1168,6654,9843.7,6785.5,2234.69,823.51,0.0,85.41,0.38,75.08,Night,1.4794,56.65,0.0
469,20240511,6011,1137,18204,20856.43,15168.58,3268.96,2418.89,0.0,91.65,0.27,94.63,Morning,1.1457,77.34,0.0
350,20240511,6013,1133,9223,10233.6,7500.0,1954.88,778.72,0.0,88.15,0.28,69.26,Night,1.1096,65.26,0.0
445,20240511,6044,1036,12795,9557.0,5471.66,3367.32,718.03,0.0,89.11,0.09,74.72,Morning,0.7469,83.89,0.0
677,20240512,6063,1177,7486,10458.75,7417.29,2453.36,588.1,0.0,82.25,0.4,70.96,Night,1.3971,71.81,0.0
343,20240513,6039,1001,11877,9797.44,5552.99,3381.29,863.16,0.5,88.45,0.11,71.77,Night,0.8249,74.72,250.0
921,20240513,6039,1081,9430,8834.12,5434.44,2452.63,947.05,0.6,84.9,0.35,67.43,Morning,0.9368,59.58,300.0
19,20240513,6048,1081,10800,10329.08,6314.36,3315.52,699.19,0.0,84.14,0.29,66.67,Night,0.9564,93.85,0.0
504,20240513,6060,1060,9017,11340.82,7748.19,2429.21,1163.42,0.0,86.11,0.19,74.27,Night,1.2577,76.09,0.0
464,20240513,6069,1159,5288,10048.16,7537.1,1912.68,598.37,2.9,80.81,0.67,68.84,Afternoon,1.9002,69.14,1450.0
903,20240513,6080,1063,10440,7544.68,3092.19,3315.84,1136.65,0.0,88.62,0.05,80.39,Night,0.7227,100.0,0.0
757,20240514,6026,1093,13451,11925.91,7709.71,2766.35,1449.85,0.0,90.61,0.28,79.71,Afternoon,0.8866,93.04,0.0
175,20240514,6095,1057,5060,6793.15,4695.66,1764.96,332.54,0.0,84.59,0.19,65.95,Afternoon,1.3425,53.62,0.0
331,20240515,6050,1029,12001,9715.31,5187.34,3293.62,1234.35,0.0,90.79,0.09,73.35,Afternoon,0.8095,96.35,0.0
497,20240515,6089,1194,4553,4534.08,2181.06,1752.87,600.16,0.0,84.83,0.56,89.05,Morning,0.9958,48.35,0.0
190,20240516,6011,1103,10735,16512.31,13241.39,2311.01,959.91,0.0,89.97,0.37,69.61,Morning,1.5382,45.61,0.0
763,20240516,6068,1119,6301,10515.41,7782.32,2349.2,383.9,0.0,82.93,0.4,87.36,Morning,1.6688,79.29,0.0
229,20240516,6077,1036,8112,7615.23,3478.93,3053.31,1083.0,0.0,83.72,0.09,72.83,Afternoon,0.9388,100.0,0.0
432,20240517,6056,1116,10424,16352.57,12263.08,2987.43,1102.05,0.0,92.01,0.36,90.1,Morning,1.5687,87.2,0.0
220,20240517,6065,1102,4803,7925.97,5876.79,1797.33,251.85,0.0,86.81,0.38,70.07,Night,1.6502,44.85,0.0
827,20240517,6081,1057,6592,8909.17,5748.09,2552.24,608.84,0.0,85.21,0.18,63.26,Night,1.3515,84.1,0.0
700,20240518,6055,1130,8651,10044.36,6753.78,2477.21,813.36,0.0,88.8,0.29,85.55,Night,1.1611,60.88,0.0
409,20240518,6070,1189,4099,3968.99,2098.36,1387.93,482.69,0.0,83.24,0.56,62.76,Night,0.9683,63.84,0.0
55,20240519,6024,1071,14054,10011.97,4060.01,4002.1,1949.85,0.0,86.09,0.05,67.81,Night,0.7124,100.0,0.0
798,20240519,6035,1081,8560,8327.36,4993.89,2381.2,952.28,0.0,84.88,0.28,69.29,Morning,0.9728,84.4,0.0
259,20240519,6065,1002,7297,6851.31,3131.11,2750.26,969.94,0.0,82.21,0.1,63.7,Night,0.9389,68.15,0.0
65,20240519,6077,1087,5890,6277.45,3705.44,1913.9,658.11,0.0,83.55,0.3,70.51,Morning,1.0658,72.61,0.0
310,20240520,6041,1020,13976,11673.04,6470.57,3930.06,1272.41,0.0,92.16,0.09,83.42,Morning,0.8352,100.0,0.0
352,20240520,6042,1023,14181,12318.96,6299.01,4858.82,1161.13,0.0,91.76,0.09,82.02,Night,0.8687,100.0,0.0
611,20240520,6048,1130,10626,12416.63,8215.25,3022.59,1178.8,0.0,89.48,0.27,87.93,Afternoon,1.1685,92.34,0.0
18,20240520,6082,1179,7192,9899.16,6906.74,2243.39,749.03,0.0,81.87,0.39,65.8,Afternoon,1.3764,100.0,0.0
650,20240521,6001,1119,19287,30299.9,23931.48,4702.13,1666.29,0.0,97.17,0.38,94.66,Morning,1.571,96.21,0.0
182,20240522,6029,1096,10116,10257.84,6251.26,2758.11,1248.46,0.0,84.35,0.28,64.75,Night,1.014,85.25,0.0
555,20240522,6054,1200,6562,6057.93,3388.0,1731.93,938.0,0.0,84.17,0.59,68.75,Afternoon,0.9232,44.44,0.0
860,20240522,6086,1142,5319,9906.67,7454.26,1716.83,735.58,0.0,86.06,0.48,74.76,Morning,1.8625,50.29,0.0
591,20240523,6038,1058,11229,14215.03,10284.23,2383.39,1547.41,0.0,85.06,0.19,79.35,Afternoon,1.2659,100.0,0.0
736,20240523,6090,1148,4868,8994.43,6920.48,1756.78,317.17,0.0,84.87,0.5,67.89,Night,1.8477,59.38,0.0
408,20240524,6031,1143,7134,13176.16,10475.19,2068.95,632.02,0.0,91.39,0.47,85.49,Morning,1.847,47.3,0.0
629,20240524,6097,1073,11050,8003.67,3310.24,3872.35,821.08,0.0,84.64,0.05,70.74,Afternoon,0.7243,100.0,0.0
572,20240526,6015,1095,16269,13674.3,9558.69,2883.02,1232.59,0.0,90.26,0.27,84.88,Morning,0.8405,92.08,0.0
302,20240526,6080,1156,4019,7108.63,5526.37,1340.09,242.18,0.0,88.83,0.48,69.14,Morning,1.7688,38.5,0.0
250,20240526,6086,1019,10577,9871.0,4555.23,4103.71,1212.06,0.0,89.11,0.09,86.3,Morning,0.9333,100.0,0.0
241,20240526,6089,1164,5467,7566.6,5236.77,1881.23,448.6,0.0,84.64,0.38,71.85,Afternoon,1.384,58.06,0.0
306,20240528,6098,1099,8178,9000.66,5074.42,2986.14,940.09,5.1,81.83,0.39,76.68,Night,1.1006,117.43,2550.0
588,20240529,6054,1061,14767,10343.19,4553.52,3694.62,2095.06,0.0,89.58,0.05,73.02,Afternoon,0.7004,100.0,0.0
326,20240529,6100,1179,8782,11963.82,8400.85,3000.16,562.8,2.3,86.49,0.59,80.23,Morning,1.3623,82.7,1150.0
262,20240530,6007,1044,13637,16070.44,12586.08,2384.72,1099.63,0.0,94.27,0.18,70.89,Night,1.1784,48.37,0.0
983,20240530,6037,1187,6700,5855.72,3370.37,1551.53,933.82,0.0,87.02,0.58,76.35,Afternoon,0.874,40.29,0.0
711,20240531,6006,1146,10629,18152.71,14424.8,2209.17,1518.74,0.0,95.17,0.45,79.64,Morning,1.7078,52.7,0.0
11,20240531,6037,1151,7986,12792.14,10752.58,1619.09,420.47,0.0,87.7,0.47,71.39,Afternoon,1.6018,48.03,0.0
741,20240531,6054,1156,8859,15546.42,12303.1,2711.41,531.91,0.0,85.01,0.47,84.48,Morning,1.7549,59.99,0.0
999,20240531,6062,1071,11922,8642.34,3623.75,3868.1,1150.49,0.0,89.08,0.05,84.67,Morning,0.7249,100.0,0.0
305,20240531,6068,1092,7190,7098.64,4246.44,2195.32,656.88,2.2,81.61,0.43,73.06,Night,0.9873,99.6,1100.0
292,20240531,6098,1143,4102,7360.51,5463.32,1386.39,510.8,0.0,84.45,0.46,67.06,Night,1.7944,46.39,0.0
393,20240601,6055,1002,10931,8590.99,4722.8,2861.19,1007.01,0.0,85.23,0.1,76.55,Afternoon,0.7859,76.92,0.0
856,20240601,6057,1064,13828,9428.7,4041.22,3738.64,1648.84,0.0,88.43,0.05,79.81,Morning,0.6819,99.54,0.0
739,20240601,6076,1187,3898,3902.08,2045.65,1501.12,355.31,0.0,81.97,0.55,69.52,Afternoon,1.001,60.45,0.0
600,20240601,6083,1079,8412,5993.54,2629.25,2699.9,664.39,0.0,82.71,0.05,78.74,Night,0.7125,100.0,0.0
596,20240602,6045,1007,19449,15875.08,8764.77,5211.18,1899.13,0.0,91.91,0.1,103.62,Morning,0.8162,100.0,0.0
669,20240602,6065,1071,10708,8407.15,3085.9,3843.81,1477.44,0.0,87.79,0.05,74.82,Afternoon,0.7851,100.0,0.0
120,20240603,6003,1093,17960,16477.32,10397.68,4233.8,1845.84,0.0,92.56,0.29,77.17,Morning,0.9174,91.25,0.0
817,20240603,6083,1142,5136,9946.43,7470.15,1977.34,498.94,0.0,84.03,0.45,88.52,Morning,1.9366,61.06,0.0
427,20240604,6011,1073,23537,15191.15,7002.72,5360.98,2827.45,0.0,91.71,0.05,82.45,Afternoon,0.6454,100.0,0.0
25,20240604,6041,1042,9526,12838.93,8899.95,2653.1,1285.87,0.0,87.91,0.19,76.62,Afternoon,1.3478,68.16,0.0
645,20240605,6018,1033,17303,12527.25,7799.83,3411.8,1315.62,0.0,91.13,0.1,82.07,Night,0.724,87.44,0.0
425,20240606,6007,1077,28196,17387.84,8456.5,6589.86,2341.47,0.0,95.39,0.05,91.39,Afternoon,0.6167,100.0,0.0
433,20240606,6020,1109,11042,15874.76,12784.72,1765.22,1324.81,0.0,92.52,0.36,66.2,Night,1.4377,76.16,0.0
