LogisticsID,DateKey,WarehouseID,RegionID,SupplierID,Transport_Cost,Lead_Time_Days,Delivery_Time_Accuracy,OnTime_Delivery_Rate,ShippingMethod,Distance_Km,Fuel_Cost,Shipment_Weight_Kg,Transport_Mode,Actual_OnTime,Cost_Per_Km,Cost_Efficiency,Speed,Urgent_Shipment,International,Delivery_Variance,Late_Delivery
35,20240304,5062,3162,,18179.14,3,95.62,94.27,Standard Ground,2201,4653.87,5331.56,Truck,1,8.26,0.1211,30.57,0,0,4.38,0
123,20240304,5083,3066,7176.0,19779.99,3,92.21,92.06,Standard Ground,2294,5879.94,5707.6,Truck,1,8.62,0.116,31.86,0,0,7.79,0
463,20240305,5041,3188,7063.0,13554.06,7,87.87,90.41,Sea Freight,2433,4585.4,4377.63,Ship,1,5.57,0.1795,14.48,0,1,12.13,0
205,20240305,5045,3041,,6410.98,6,88.45,92.74,Sea Freight,2132,1432.01,1863.72,Ship,1,3.01,0.3326,14.81,0,1,11.55,0
813,20240305,5055,3074,,14100.54,3,95.23,93.97,Standard Ground,2826,5503.3,2906.48,Intermodal,1,4.99,0.2004,39.25,0,0,4.77,0
594,20240305,5084,3259,7095.0,19727.31,1,94.73,93.59,Expedited,1939,6143.07,1019.19,Air,1,10.17,0.0983,80.79,0,0,5.27,0
809,20240306,5034,3064,7196.0,20466.4,7,89.18,90.44,Sea Freight,2759,4609.58,6130.87,Ship,1,7.42,0.1348,16.42,0,1,10.82,0
666,20240307,5006,3252,,35651.93,6,88.32,91.53,Sea Freight,2176,12688.88,15032.33,Ship,1,16.38,0.061,15.11,0,1,11.68,0
669,20240307,5096,3249,7024.0,17108.83,3,93.68,96.79,Standard Ground,2619,4676.85,3745.4,Truck,1,6.53,0.1531,36.38,0,0,6.32,0
404,20240308,5084,3111,,17830.91,2,95.09,95.76,Standard Ground,2621,6297.57,3793.25,Truck,1,6.8,0.147,54.6,0,0,4.91,0
954,20240309,5019,3292,7083.0,37335.84,7,88.35,90.43,Sea Freight,1931,9143.12,18135.42,Ship,1,19.33,0.0517,11.49,0,1,11.65,0
961,20240309,5059,3178,7098.0,26080.37,2,94.62,94.24,Standard Ground,2278,6938.73,8466.12,Truck,1,11.45,0.0873,47.46,0,0,5.38,0
160,20240310,5012,3290,7051.0,43113.24,5,89.93,89.52,Sea Freight,1838,11067.23,22213.86,Ship,1,23.46,0.0426,15.32,0,1,10.07,0
466,20240310,5018,3178,7116.0,24504.91,6,88.96,90.13,Sea Freight,1940,7095.3,11303.98,Ship,1,12.63,0.0792,13.47,0,1,11.04,0
189,20240310,5044,3216,,9964.51,7,90.14,91.3,Sea Freight,2552,3442.81,2582.46,Ship,1,3.9,0.2561,15.19,0,1,9.86,0
650,20240310,5082,3136,7018.0,11275.09,3,94.47,96.86,Standard Ground,2632,3258.88,1384.43,Truck,1,4.28,0.2334,36.56,0,0,5.53,0
302,20240311,5042,3284,,16239.05,6,89.99,89.98,Sea Freight,2042,3444.87,6665.3,Ship,0,7.95,0.1257,14.18,0,1,10.01,1
740,20240311,5074,3132,,22789.33,4,93.99,95.93,Standard Ground,2893,8367.56,6499.21,Rail,1,7.88,0.1269,30.14,0,0,6.01,0
529,20240312,5015,3037,,15163.82,6,89.36,86.42,Sea Freight,2234,3100.44,5510.05,Ship,1,6.79,0.1473,15.51,0,1,10.64,0
702,20240312,5026,3185,7124.0,12647.27,6,90.63,91.7,Sea Freight,2476,3912.02,3886.22,Ship,1,5.11,0.1958,17.19,0,1,9.37,0
272,20240312,5091,3027,7182.0,13549.88,6,89.87,87.13,Sea Freight,2354,4105.32,4621.22,Ship,1,5.76,0.1737,16.35,0,1,10.13,0
352,20240313,5016,3014,,73367.41,3,94.44,96.75,Standard Ground,2972,27669.74,23355.38,Rail,1,24.69,0.0405,41.28,0,0,5.56,0
266,20240313,5037,3004,,40021.64,2,95.19,97.99,International Air,2295,10788.21,6041.68,Air,1,17.44,0.0573,47.81,1,1,4.81,0
4,20240313,5040,3178,7186.0,12828.43,6,89.2,92.26,Sea Freight,2025,4335.95,5021.67,Ship,1,6.34,0.1579,14.06,0,1,10.8,0
486,20240313,5043,3117,,24149.1,6,89.77,90.93,Sea Freight,2431,7821.02,8763.98,Ship,1,9.93,0.1007,16.88,0,1,10.23,0
944,20240313,5058,3012,7049.0,12060.75,6,89.97,92.04,Sea Freight,2629,4645.84,3450.21,Ship,1,4.59,0.218,18.26,0,1,10.03,0
393,20240313,5072,3087,7083.0,12970.53,2,93.46,94.05,Standard Ground,2529,4302.82,2144.81,Truck,1,5.13,0.195,52.69,0,0,6.54,0
735,20240314,5030,3069,,10290.93,7,88.24,90.75,Sea Freight,2905,3834.7,2377.94,Ship,1,3.54,0.2823,17.29,0,1,11.76,0
801,20240314,5031,3076,7066.0,28327.6,6,89.45,93.02,Sea Freight,2617,10586.86,9540.22,Ship,1,10.82,0.0924,18.17,0,1,10.55,0
901,20240314,5032,3085,7159.0,50751.83,2,92.21,92.54,International Air,2617,15028.7,8012.62,Air,1,19.39,0.0516,54.52,1,1,7.79,0
554,20240315,5003,3140,,42981.53,2,93.37,90.86,International Air,2107,10241.98,9190.21,Air,1,20.4,0.049,43.9,1,1,6.63,0
894,20240315,5062,3206,,17700.32,2,96.98,94.6,Standard Ground,2233,4458.26,6538.02,Rail,1,7.93,0.1262,46.52,0,0,3.02,0
39,20240315,5087,3144,7168.0,8702.06,3,94.66,94.46,Standard Ground,2695,1958.19,1060.46,Intermodal,1,3.23,0.3097,37.43,0,0,5.34,0
234,20240315,5090,3189,,13309.38,2,96.19,94.49,Standard Ground,2082,2717.55,4938.55,Rail,1,6.39,0.1564,43.38,0,0,3.81,0
196,20240316,5033,3218,,17139.74,6,88.47,87.09,Sea Freight,1995,5597.03,7263.78,Ship,1,8.59,0.1164,13.85,0,1,11.53,0
977,20240316,5045,3259,,20659.67,3,94.94,91.51,Standard Ground,2735,7142.84,5454.87,Intermodal,1,7.55,0.1324,37.99,0,0,5.06,0
605,20240316,5048,3078,7026.0,22028.1,2,95.79,98.42,Standard Ground,2493,8706.16,6737.81,Intermodal,1,8.84,0.1132,51.94,0,0,4.21,0
133,20240316,5065,3055,,13751.43,2,93.03,94.46,Standard Ground,2895,5040.85,1895.51,Truck,1,4.75,0.2105,60.31,0,0,6.97,0
756,20240316,5073,3182,,16992.51,2,95.79,99.61,Standard Ground,2217,4497.13,6249.83,Rail,1,7.66,0.1305,46.19,0,0,4.21,0
567,20240317,5026,3138,7189.0,28014.48,7,88.59,88.32,Sea Freight,2822,6280.34,8788.38,Ship,1,9.93,0.1007,16.8,0,1,11.41,0
728,20240317,5087,3024,,4994.36,7,87.89,89.0,Sea Freight,2698,1545.02,645.02,Ship,1,1.85,0.5402,16.06,0,1,12.11,0
799,20240318,5072,3233,,8761.01,3,95.47,100.0,Standard Ground,2835,2330.88,1674.8,Rail,1,3.09,0.3236,39.38,0,0,4.53,0
313,20240318,5077,3224,,19079.79,2,96.19,91.42,Standard Ground,2377,4485.12,6592.5,Rail,1,8.03,0.1246,49.52,0,0,3.81,0
909,20240318,5094,3268,,17332.1,3,93.56,95.95,Standard Ground,2161,4774.45,4973.43,Truck,1,8.02,0.1247,30.01,0,0,6.44,0
873,20240319,5028,3118,,8725.62,6,89.83,90.88,Sea Freight,2484,2329.03,2232.78,Ship,1,3.51,0.2847,17.25,0,1,10.17,0
635,20240319,5096,3204,7086.0,16355.63,2,94.27,92.36,Standard Ground,2801,5408.45,2917.35,Truck,1,5.84,0.1713,58.35,0,0,5.73,0
246,20240320,5005,3154,7042.0,29477.55,6,88.5,87.59,Sea Freight,2654,8672.57,9915.9,Ship,1,11.11,0.09,18.43,0,1,11.5,0
323,20240320,5014,3141,7138.0,56121.53,6,90.01,94.07,Sea Freight,2500,19110.95,21163.86,Ship,0,22.45,0.0445,17.36,0,1,9.99,1
812,20240320,5020,3131,7089.0,50979.2,6,89.11,87.53,Sea Freight,2217,11292.63,21705.43,Ship,1,22.99,0.0435,15.4,0,1,10.89,0
247,20240320,5043,3259,7014.0,34197.52,3,92.84,90.12,International Air,2054,8194.5,5024.56,Air,1,16.65,0.0601,28.53,1,1,7.16,0
913,20240321,5098,3098,7196.0,15320.22,3,94.21,91.55,Standard Ground,2540,3326.56,3885.05,Intermodal,1,6.03,0.1658,35.28,0,0,5.79,0
980,20240322,5007,3136,,67008.72,6,90.59,92.96,Sea Freight,2606,13749.72,24507.49,Ship,1,25.71,0.0389,18.1,0,1,9.41,0
479,20240322,5024,3142,7067.0,51020.71,3,95.43,99.86,International Air,2659,13985.75,8303.27,Air,1,19.19,0.0521,36.93,1,1,4.57,0
1000,20240322,5029,3011,,16526.81,7,87.39,88.68,Sea Freight,2952,5249.22,4406.84,Ship,1,5.6,0.1786,17.57,0,1,12.61,0
784,20240322,5051,3292,7173.0,9259.55,3,94.14,92.69,Standard Ground,2575,3243.07,2140.34,Rail,0,3.6,0.2781,35.76,0,0,5.86,1
510,20240322,5061,3004,7071.0,17410.85,6,90.29,91.36,Sea Freight,2746,4159.84,5126.93,Ship,0,6.34,0.1577,19.07,0,1,9.71,1
574,20240322,5067,3229,,23361.91,2,92.64,88.52,Expedited,1989,6837.58,8859.99,Truck,1,11.75,0.0851,41.44,0,0,7.36,0
898,20240322,5073,3059,,27543.16,2,93.15,94.6,Standard Ground,2818,8713.97,7009.81,Truck,1,9.77,0.1023,58.71,0,0,6.85,0
78,20240322,5090,3249,7197.0,10556.44,3,95.59,93.81,Standard Ground,2522,3433.09,2075.51,Intermodal,1,4.19,0.2389,35.03,0,0,4.41,0
617,20240323,5013,3214,,51042.3,6,87.6,90.41,Sea Freight,1941,11516.05,24964.81,Ship,1,26.3,0.038,13.48,0,1,12.4,0
569,20240323,5061,3189,7117.0,27694.79,3,95.86,97.86,Standard Ground,2559,9007.87,8831.91,Intermodal,1,10.82,0.0924,35.54,0,0,4.14,0
65,20240323,5080,3087,,14060.69,2,93.45,92.51,Standard Ground,2375,4823.76,3729.76,Intermodal,1,5.92,0.1689,49.48,0,0,6.55,0
631,20240323,5100,3218,,8630.7,2,95.78,100.0,Standard Ground,2646,2475.13,1273.81,Intermodal,1,3.26,0.3066,55.12,0,0,4.22,0
525,20240324,5004,3040,,92586.54,2,93.44,90.73,International Air,2862,20250.52,21245.71,Air,1,32.35,0.0309,59.62,1,1,6.56,0
439,20240324,5004,3244,7084.0,27680.58,6,88.78,86.49,Sea Freight,2580,8227.18,9416.6,Ship,1,10.73,0.0932,17.92,0,1,11.22,0
23,20240324,5038,3193,,15945.96,6,88.59,92.92,Sea Freight,2328,3436.25,5530.94,Ship,1,6.85,0.146,16.17,0,1,11.41,0
817,20240324,5062,3300,,19474.58,2,94.77,94.9,Expedited,1954,4778.5,7258.38,Truck,1,9.97,0.1003,40.71,0,0,5.23,0
188,20240325,5061,3221,7075.0,22529.39,1,95.74,99.3,Expedited,1952,8623.58,2957.4,Air,1,11.54,0.0866,81.33,0,0,4.26,0
34,20240326,5021,3010,,5587.27,7,90.01,91.99,Sea Freight,2459,1151.74,1108.18,Ship,1,2.27,0.4401,14.64,0,1,9.99,0
327,20240326,5092,3197,,12078.64,2,95.04,94.3,Standard Ground,2180,2916.52,3380.42,Intermodal,1,5.54,0.1805,45.42,0,0,4.96,0
119,20240327,5014,3094,7141.0,30595.01,7,88.24,90.78,Sea Freight,2854,6366.36,9424.21,Ship,1,10.72,0.0933,16.99,0,1,11.76,0
285,20240327,5065,3265,,20926.46,4,97.3,98.45,Standard Ground,2500,6219.72,6912.49,Rail,1,8.37,0.1195,26.04,0,0,2.7,0
197,20240327,5077,3155,,12609.92,3,92.62,95.25,Standard Ground,2627,4988.51,2062.37,Truck,1,4.8,0.2083,36.49,0,0,7.38,0
67,20240327,5083,3086,,18887.14,2,94.46,92.51,Standard Ground,2566,5156.38,5266.16,Intermodal,1,7.36,0.1359,53.46,0,0,5.54,0
869,20240327,5092,3060,7048.0,11764.76,3,93.5,95.73,Standard Ground,2261,2914.65,3053.11,Intermodal,1,5.2,0.1922,31.4,0,0,6.5,0
415,20240328,5060,3214,7038.0,6842.3,3,94.61,94.74,Standard Ground,2073,1483.05,1177.54,Intermodal,1,3.3,0.303,28.79,0,0,5.39,0
316,20240328,5064,3207,7194.0,11230.34,2,96.35,100.0,Standard Ground,2054,4455.46,4124.13,Rail,1,5.47,0.1829,42.79,0,0,3.65,0
164,20240328,5098,3017,7087.0,4914.25,6,90.22,92.87,Sea Freight,2634,1008.74,704.46,Ship,1,1.87,0.536,18.29,0,1,9.78,0
653,20240329,5017,3289,7188.0,57061.12,2,93.09,96.19,International Air,2492,16572.08,11920.22,Air,1,22.9,0.0437,51.92,1,1,6.91,0
641,20240330,5006,3083,,43689.8,6,89.06,90.86,Sea Freight,2292,14041.14,17733.48,Ship,1,19.06,0.0525,15.92,0,1,10.94,0
905,20240331,5004,3270,,50181.3,6,88.64,85.62,Sea Freight,2483,19917.53,18988.26,Ship,1,20.21,0.0495,17.24,0,1,11.36,0
300,20240331,5015,3020,,59624.59,2,96.48,97.34,Standard Ground,2234,12292.66,24492.71,Intermodal,1,26.69,0.0375,46.54,0,0,3.52,0
373,20240331,5087,3073,7092.0,17092.4,2,94.55,96.28,Standard Ground,2824,4430.44,3237.52,Truck,1,6.05,0.1652,58.83,0,0,5.45,0
104,20240401,5013,3156,7184.0,29115.62,7,90.49,86.53,Sea Freight,2205,6076.91,11983.77,Ship,1,13.2,0.0757,13.12,0,1,9.51,0
826,20240401,5046,3186,7176.0,27556.1,2,95.2,96.07,Standard Ground,2508,8768.86,8841.58,Intermodal,1,10.99,0.091,52.25,0,0,4.8,0
142,20240402,5011,3017,7083.0,53737.98,2,94.26,93.23,Standard Ground,2314,12826.22,20254.1,Truck,1,23.22,0.0431,48.21,0,0,5.74,0
587,20240402,5011,3173,,63241.53,6,88.15,86.34,Sea Freight,2802,20748.25,21418.74,Ship,1,22.57,0.0443,19.46,0,1,11.85,0
224,20240402,5092,3228,,14353.2,2,94.42,93.82,Standard Ground,2104,4852.99,3979.85,Truck,1,6.82,0.1466,43.83,0,0,5.58,0
62,20240403,5020,3100,7160.0,81109.78,2,93.05,91.28,International Air,2357,32253.29,23063.03,Air,1,34.41,0.0291,49.1,1,1,6.95,0
866,20240403,5033,3288,,7252.1,5,88.83,89.95,Sea Freight,1874,2418.76,2473.78,Ship,1,3.87,0.2584,15.62,0,1,11.17,0
219,20240403,5066,3066,,12432.57,2,94.93,97.05,Standard Ground,2131,4882.06,3701.06,Intermodal,1,5.83,0.1714,44.4,0,0,5.07,0
523,20240403,5084,3062,,12015.98,3,94.01,94.56,Standard Ground,2700,4133.79,2290.81,Intermodal,1,4.45,0.2247,37.5,0,0,5.99,0
322,20240403,5094,3213,7033.0,12646.98,3,93.95,91.51,Standard Ground,2060,2717.42,3416.34,Truck,1,6.14,0.1629,28.61,0,0,6.05,0
396,20240404,5051,3185,,15673.26,2,92.26,93.88,Expedited,2073,5171.49,4555.17,Truck,0,7.56,0.1323,43.19,0,0,7.74,1
37,20240404,5053,3171,7028.0,6896.07,4,96.8,92.55,Standard Ground,2445,1680.75,1328.14,Rail,1,2.82,0.3545,25.47,0,0,3.2,0
752,20240405,5007,3002,,71458.04,3,93.91,94.27,Standard Ground,2720,24067.92,23464.07,Truck,1,26.27,0.0381,37.78,0,0,6.09,0
170,20240405,5022,3243,7193.0,26168.9,6,89.31,87.13,Sea Freight,2395,9573.53,9671.51,Ship,1,10.93,0.0915,16.63,0,1,10.69,0
411,20240405,5041,3206,7006.0,51085.24,2,95.76,99.53,International Air,2554,20372.08,8445.63,Air,1,20.0,0.05,53.21,1,1,4.24,0
280,20240406,5007,3090,,17377.94,6,89.61,90.33,Sea Freight,2300,5601.43,6349.69,Ship,0,7.56,0.1324,15.97,0,1,10.39,1
82,20240407,5005,3095,7186.0,51702.08,6,88.14,84.22,Sea Freight,2719,13106.58,17837.45,Ship,1,19.02,0.0526,18.88,0,1,11.86,0
181,20240407,5094,3118,,15522.13,2,92.86,88.63,Expedited,2858,3987.88,2504.35,Truck,1,5.43,0.1841,59.54,0,0,7.14,0
887,20240408,5068,3092,7117.0,24072.57,3,95.02,96.58,Standard Ground,2720,8763.13,7493.43,Rail,1,8.85,0.113,37.78,0,0,4.98,0
878,20240408,5099,3078,7129.0,22153.37,2,91.83,89.17,Standard Ground,2947,8499.9,4612.03,Truck,1,7.52,0.133,61.4,0,0,8.17,0
598,20240409,5059,3075,,8422.03,3,94.43,93.51,Standard Ground,2832,2775.75,1566.85,Rail,1,2.97,0.3363,39.33,0,0,5.57,0
748,20240409,5076,3081,7012.0,22911.5,2,94.71,91.36,Standard Ground,2605,7702.59,5846.8,Truck,1,8.8,0.1137,54.27,0,0,5.29,0
225,20240409,5087,3202,,10861.43,2,94.47,92.34,Standard Ground,2575,3337.29,1503.63,Truck,1,4.22,0.2371,53.65,0,0,5.53,0
940,20240409,5089,3286,7190.0,6893.63,2,95.63,90.98,Standard Ground,2064,2455.57,2009.81,Rail,1,3.34,0.2994,43.0,0,0,4.37,0
385,20240410,5003,3289,,58861.32,6,87.1,91.15,Sea Freight,2677,21028.19,20837.16,Ship,1,21.99,0.0455,18.59,0,1,12.9,0
920,20240410,5019,3214,,37563.0,7,90.79,92.66,Sea Freight,2012,9860.6,17460.3,Ship,1,18.67,0.0536,11.98,0,1,9.21,0
847,20240410,5036,3194,7127.0,5614.9,6,88.93,91.1,Sea Freight,2353,1141.46,1209.27,Ship,1,2.39,0.4191,16.34,0,1,11.07,0
593,20240410,5051,3027,7154.0,13660.93,6,88.67,92.96,Sea Freight,2444,3059.44,4384.7,Ship,0,5.59,0.1789,16.97,0,1,11.33,1
75,20240410,5063,3206,7051.0,17450.87,3,97.32,95.09,Standard Ground,2624,4407.54,5322.29,Rail,1,6.65,0.1504,36.44,0,0,2.68,0
829,20240410,5083,3126,7177.0,16064.76,4,94.75,93.5,Standard Ground,2943,5571.09,4037.18,Rail,1,5.46,0.1832,30.66,0,0,5.25,0
996,20240411,5053,3187,,23244.81,2,93.48,97.49,Standard Ground,2511,7971.31,6461.54,Truck,1,9.26,0.108,52.31,0,0,6.52,0
767,20240411,5076,3149,7039.0,38291.55,1,96.15,96.18,Expedited,2142,12747.78,9032.03,Air,1,17.88,0.0559,89.25,0,0,3.85,0
451,20240413,5036,3238,7004.0,9247.78,7,89.41,92.77,Sea Freight,2517,2257.28,2477.49,Ship,1,3.67,0.2722,14.98,0,1,10.59,0
166,20240413,5044,3260,,6717.78,7,87.69,89.24,Sea Freight,2574,1940.2,1268.94,Ship,1,2.61,0.3832,15.32,0,1,12.31,0
279,20240413,5078,3213,,16372.22,4,94.87,98.9,Standard Ground,2519,3814.23,5065.28,Rail,1,6.5,0.1539,26.24,0,0,5.13,0
304,20240414,5040,3267,,40205.34,2,92.79,90.44,International Air,1878,13929.13,9826.89,Air,1,21.41,0.0467,39.12,1,1,7.21,0
854,20240414,5084,3186,,17361.63,3,95.36,98.67,Standard Ground,2235,5958.98,5671.24,Intermodal,0,7.77,0.1287,31.04,0,0,4.64,1
289,20240415,5005,3225,,18974.56,7,89.72,91.72,Sea Freight,2047,5610.9,7940.51,Ship,1,9.27,0.1079,12.18,0,1,10.28,0
184,20240415,5024,3126,,28052.49,7,89.17,89.12,Sea Freight,2527,10031.31,9926.02,Ship,1,11.1,0.0901,15.04,0,1,10.83,0
220,20240415,5055,3277,7073.0,28846.65,2,94.69,90.03,Standard Ground,2404,8566.63,9863.82,Intermodal,1,12.0,0.0833,50.08,0,0,5.31,0
240,20240415,5095,3205,,7351.85,2,93.5,93.69,Standard Ground,2421,2093.87,996.39,Intermodal,1,3.04,0.3293,50.44,0,0,6.5,0
699,20240416,5031,3037,,32304.22,3,96.63,96.13,Standard Ground,2935,8816.59,9620.82,Rail,1,11.01,0.0909,40.76,0,0,3.37,0
957,20240416,5048,3278,,20801.29,2,92.84,90.95,Standard Ground,2488,6551.59,5376.06,Truck,1,8.36,0.1196,51.83,0,0,7.16,0
840,20240416,5065,3276,7019.0,18109.76,2,95.16,92.7,Standard Ground,2389,4036.26,4741.16,Truck,1,7.58,0.1319,49.77,0,0,4.84,0
734,20240416,5074,3194,7119.0,17649.82,3,93.79,93.33,Standard Ground,2877,4747.56,4006.04,Intermodal,1,6.13,0.163,39.96,0,0,6.21,0
733,20240416,5080,3086,7188.0,12445.78,3,92.51,89.08,Standard Ground,2253,4842.12,2679.7,Truck,1,5.52,0.181,31.29,0,0,7.49,0
606,20240416,5083,3006,7115.0,5886.66,6,89.24,91.45,Sea Freight,2283,1696.24,1318.0,Ship,1,2.58,0.3878,15.85,0,1,10.76,0
578,20240417,5052,3151,7185.0,20234.57,2,91.93,89.99,Standard Ground,2065,6628.95,6754.58,Truck,1,9.8,0.1021,43.02,0,0,8.07,0
381,20240417,5061,3111,,18550.78,3,94.23,96.12,Standard Ground,2798,3903.49,4679.97,Intermodal,1,6.63,0.1508,38.86,0,0,5.77,0
693,20240418,5046,3290,,26529.74,3,94.54,98.36,Standard Ground,2606,6987.37,8717.92,Rail,1,10.18,0.0982,36.19,0,0,5.46,0
425,20240419,5001,3044,,55386.21,6,88.72,89.02,Sea Freight,2581,21751.16,20208.71,Ship,1,21.46,0.0466,17.92,0,1,11.28,0
620,20240419,5023,3043,,10727.32,7,91.39,95.88,Sea Freight,2748,3775.38,2649.63,Ship,1,3.9,0.2562,16.36,0,1,8.61,0
402,20240419,5046,3019,7001.0,10923.26,6,89.49,93.26,Sea Freight,2649,3580.84,2900.84,Ship,1,4.12,0.2425,18.4,0,1,10.51,0
114,20240419,5072,3226,7154.0,8353.88,2,94.9,95.07,Standard Ground,2161,1972.17,1755.3,Intermodal,1,3.87,0.2587,45.02,0,0,5.1,0
85,20240420,5012,3144,7028.0,56972.6,7,87.15,85.64,Sea Freight,2341,18100.94,23091.0,Ship,1,24.34,0.0411,13.93,0,1,12.85,0
428,20240420,5025,3028,7127.0,7470.02,8,90.79,90.75,Sea Freight,2960,2851.34,1310.01,Ship,1,2.52,0.3963,15.42,0,1,9.21,0
975,20240420,5073,3249,7028.0,26599.01,2,93.54,93.44,Standard Ground,2737,8393.98,6786.76,Truck,1,9.72,0.1029,57.02,0,0,6.46,0
658,20240421,5063,3054,,24223.2,2,93.2,96.17,Standard Ground,2801,6085.68,5868.29,Truck,1,8.65,0.1156,58.35,0,0,6.8,0
548,20240421,5086,3249,7110.0,13953.41,4,97.04,94.76,Standard Ground,2627,4775.78,3803.02,Rail,1,5.31,0.1883,27.36,0,0,2.96,0
870,20240421,5089,3036,7157.0,15680.33,6,88.07,84.23,Sea Freight,2664,3955.79,4692.77,Ship,1,5.89,0.1699,18.5,0,1,11.93,0
802,20240422,5013,3177,7188.0,14379.88,7,89.01,91.05,Sea Freight,2151,4874.71,5510.24,Ship,1,6.69,0.1496,12.8,0,1,10.99,0
417,20240423,5023,3149,,13351.29,6,89.67,91.87,Sea Freight,2179,3819.69,4913.39,Ship,1,6.13,0.1632,15.13,0,1,10.33,0
895,20240424,5007,3229,,37789.37,6,90.04,90.98,Sea Freight,2591,11776.5,13283.9,Ship,1,14.58,0.0686,17.99,0,1,9.96,0
652,20240424,5030,3197,7115.0,23564.17,7,90.35,91.66,Sea Freight,2753,6808.9,7269.33,Ship,1,8.56,0.1168,16.39,0,1,9.65,0
350,20240424,5034,3293,7175.0,21592.79,6,88.58,86.61,Sea Freight,1933,8412.83,9882.5,Ship,1,11.17,0.0895,13.42,0,1,11.42,0
405,20240424,5052,3132,,20182.17,2,93.62,90.43,Standard Ground,2555,7562.12,4905.52,Truck,1,7.9,0.1266,53.23,0,0,6.38,0
647,20240424,5082,3106,7154.0,26502.4,2,96.75,94.54,Standard Ground,2787,6505.0,7471.93,Intermodal,1,9.51,0.1052,58.06,0,0,3.25,0
368,20240425,5023,3233,7134.0,12600.26,6,89.59,92.22,Sea Freight,1999,3853.23,5012.07,Ship,1,6.3,0.1586,13.88,0,1,10.41,0
705,20240425,5027,3296,,4721.66,6,88.99,92.89,Sea Freight,1876,1088.36,1347.57,Ship,1,2.52,0.3973,13.03,0,1,11.01,0
72,20240425,5051,3045,,41770.6,2,95.65,96.05,International Air,2605,12864.07,4666.93,Air,1,16.03,0.0624,54.27,1,1,4.35,0
527,20240425,5067,3117,,28105.41,1,95.6,99.92,Expedited,2116,10469.28,4169.65,Air,1,13.28,0.0753,88.17,0,0,4.4,0
968,20240425,5070,3142,7006.0,24310.13,4,96.0,99.2,Standard Ground,2821,9251.9,7122.69,Rail,1,8.62,0.116,29.39,0,0,4.0,0
580,20240426,5005,3217,,41468.22,7,89.3,85.37,Sea Freight,1940,14181.46,20214.82,Ship,0,21.38,0.0468,11.55,0,1,10.7,1
342,20240426,5046,3236,7144.0,15374.46,3,92.17,89.66,Standard Ground,2640,5970.13,3011.39,Truck,1,5.82,0.1717,36.67,0,0,7.83,0
720,20240427,5006,3270,7097.0,26763.64,6,90.19,90.91,Sea Freight,2017,8509.59,12013.25,Ship,1,13.27,0.0754,14.01,0,1,9.81,0
395,20240427,5023,3195,7100.0,23297.79,6,89.07,87.99,Sea Freight,2684,5148.93,7376.21,Ship,1,8.68,0.1152,18.64,0,1,10.93,0
26,20240427,5094,3080,,9691.95,3,93.62,90.06,Standard Ground,2738,2415.16,717.55,Truck,0,3.54,0.2825,38.03,0,0,6.38,1
117,20240428,5036,3290,,21676.32,7,89.81,88.22,Sea Freight,2712,8427.3,6752.71,Ship,1,7.99,0.1251,16.14,0,1,10.19,0
533,20240428,5087,3245,,14006.46,4,95.7,97.64,Standard Ground,2407,4524.07,4318.15,Rail,1,5.82,0.1718,25.07,0,0,4.3,0
804,20240428,5095,3053,7055.0,14984.85,3,94.61,90.29,Standard Ground,2824,5033.82,3258.36,Intermodal,1,5.31,0.1885,39.22,0,0,5.39,0
555,20240429,5048,3161,7036.0,11681.81,2,96.05,96.4,Standard Ground,2154,3074.63,3909.4,Rail,1,5.42,0.1844,44.88,0,0,3.95,0
377,20240429,5075,3215,,31007.6,3,95.94,96.86,Standard Ground,2757,8742.63,9142.26,Intermodal,1,11.25,0.0889,38.29,0,0,4.06,0
630,20240429,5100,3087,7079.0,27051.86,1,95.91,94.26,Expedited,2812,10803.56,1056.71,Air,1,9.62,0.1039,117.17,0,0,4.09,0
624,20240501,5033,3286,,28592.07,6,87.42,83.34,Sea Freight,2621,8831.69,9674.9,Ship,0,10.91,0.0917,18.2,0,1,12.58,1
558,20240501,5088,3053,7047.0,19389.93,3,92.96,92.48,Standard Ground,2734,6289.9,4408.46,Truck,1,7.09,0.141,37.97,0,0,7.04,0
151,20240502,5033,3006,,25410.47,7,88.09,84.66,Sea Freight,2456,7472.52,9068.17,Ship,1,10.35,0.0967,14.62,0,1,11.91,0
69,20240503,5046,3255,,30442.48,2,92.64,97.19,Expedited,2445,12165.88,9445.36,Truck,1,12.45,0.0803,50.94,0,0,7.36,0
96,20240503,5080,3299,7002.0,15304.31,3,94.96,92.34,Standard Ground,2265,3959.81,3918.88,Truck,0,6.76,0.148,31.46,0,0,5.04,1
931,20240504,5072,3173,,17183.55,2,94.74,95.89,Standard Ground,2345,5954.06,5093.93,Intermodal,1,7.33,0.1365,48.85,0,0,5.26,0
269,20240505,5084,3007,7181.0,30621.6,7,88.72,88.49,Sea Freight,2916,7855.57,9256.56,Ship,0,10.5,0.0952,17.36,0,1,11.28,1
780,20240505,5084,3113,,30435.37,3,94.15,90.97,Standard Ground,2600,8342.46,9594.26,Intermodal,1,11.71,0.0854,36.11,0,0,5.85,0
835,20240506,5013,3065,7155.0,29012.4,6,91.12,88.82,Sea Freight,2278,10122.82,11476.71,Ship,1,12.74,0.0785,15.82,0,1,8.88,0
