RetailID,DateKey,StoreID,ProductID,SKU_Availability_Pct,OOS_Rate_Pct,Cooler_Functional_Pct,Planogram_Compliance_Pct,Shelf_Share_Pct,Product_Placement,Price_Compliance,Promotion_Execution,Store_Audit_Score
711,20240714,9339,1038,97.74,2.83,99.58,89.89,18.99,Bottom Shelf,1,1,89.0
712,20240403,9718,1007,97.43,2.73,99.64,92.81,13.8,Bottom Shelf,1,1,89.0
713,20240629,9208,1079,96.53,1.7,99.06,96.47,17.54,Eye Level,1,1,90.0
714,20240617,9363,1141,95.83,4.78,99.42,94.78,14.14,Eye Level,1,1,89.0
715,20241121,9357,1033,97.76,2.49,99.9,95.47,16.13,Waist Level,1,1,90.0
716,20240423,9633,1097,97.5,2.91,99.4,94.68,20.5,Top Shelf,1,1,90.0
717,20241113,9451,1094,97.9,3.0,99.9,94.45,11.81,Waist Level,1,1,89.0
718,20240622,9487,1080,96.83,2.33,99.31,92.29,20.87,Top Shelf,1,1,89.0
719,20241105,9076,1151,96.37,3.53,99.9,97.77,19.54,Checkout,1,1,90.0
720,20241203,9870,1080,99.9,0.1,99.9,98.98,15.57,Checkout,1,1,91.0
721,20240728,9352,1154,98.2,3.46,99.9,98.59,17.08,Bottom Shelf,1,1,91.0
722,20240810,9755,1119,94.9,5.31,98.9,93.32,15.33,Waist Level,1,1,88.0
723,20240107,9221,1114,98.16,1.95,99.9,95.22,21.92,Checkout,1,1,90.0
724,20240311,9823,1001,95.82,1.08,99.9,92.47,16.11,Checkout,1,1,88.0
725,20240810,9959,1142,93.92,6.64,98.84,90.2,6.33,Eye Level,1,1,86.0
726,20240323,9008,1128,97.92,3.21,97.75,94.97,16.33,Top Shelf,0,1,88.0
727,20241004,9238,1061,97.82,3.07,98.94,93.58,13.77,Top Shelf,1,1,89.0
728,20241025,9172,1045,97.58,1.44,99.9,95.49,12.56,Bottom Shelf,1,1,89.0
729,20240507,9982,1058,97.39,2.49,99.9,98.2,16.35,Top Shelf,1,1,90.0
730,20241030,9490,1104,97.16,2.26,99.9,97.41,14.01,Checkout,1,1,90.0
731,20241126,9880,1068,99.9,0.1,99.9,99.17,13.52,Bottom Shelf,1,1,91.0
732,20240617,9652,1171,97.62,2.01,99.9,97.02,12.14,Top Shelf,1,1,90.0
733,20240730,9798,1131,96.83,3.44,96.84,93.7,12.5,Waist Level,1,1,88.0
734,20240126,9040,1149,97.17,2.35,99.9,98.22,12.83,Bottom Shelf,1,1,90.0
735,20241119,9062,1112,96.98,3.41,99.36,97.5,14.38,Eye Level,1,1,90.0
736,20240703,9252,1102,96.52,3.5,99.21,97.55,13.89,Eye Level,0,0,86.0
737,20240620,9863,1100,95.56,3.53,99.18,95.16,15.28,Top Shelf,1,1,89.0
738,20240320,9313,1158,94.71,5.19,99.85,94.15,13.69,Top Shelf,1,1,88.0
739,20240306,9008,1104,93.56,4.27,97.31,94.1,14.04,Top Shelf,1,1,87.0
740,20241008,9716,1070,98.63,0.95,99.9,96.78,13.83,Eye Level,1,1,90.0
741,20240408,9895,1140,96.2,4.3,97.49,93.36,18.27,Top Shelf,1,1,89.0
742,20240515,9230,1048,99.66,0.78,99.9,98.62,11.84,Top Shelf,1,1,91.0
743,20240919,9138,1093,95.15,4.41,98.18,93.67,20.68,Bottom Shelf,1,1,89.0
744,20240929,9814,1169,97.62,2.48,98.9,95.35,19.74,Eye Level,1,1,90.0
745,20240510,9778,1092,96.45,3.64,98.46,93.03,12.12,Eye Level,1,1,88.0
746,20240818,9924,1159,96.27,4.51,99.74,94.24,11.7,Eye Level,1,1,89.0
747,20240727,9250,1016,99.9,0.1,99.9,99.29,19.06,Eye Level,1,0,89.0
748,20240427,9288,1030,99.43,0.22,99.9,94.61,17.64,Bottom Shelf,0,1,89.0
749,20240510,9733,1112,96.27,4.14,97.32,95.49,11.6,Top Shelf,1,1,88.0
750,20240422,9895,1113,94.92,5.59,98.44,93.47,14.38,Eye Level,0,1,87.0
751,20240102,9428,1002,98.12,1.93,99.65,93.02,17.25,Eye Level,1,1,89.0
752,20240718,9387,1167,95.73,2.71,97.7,93.26,17.91,Waist Level,1,1,88.0
753,20240213,9537,1085,95.11,3.76,97.76,92.01,19.8,Waist Level,0,1,87.0
754,20240811,9354,1097,98.61,3.16,98.44,93.57,13.58,Top Shelf,1,1,89.0
755,20241116,9259,1195,93.76,5.97,95.91,91.58,15.54,Checkout,1,1,87.0
756,20240622,9030,1090,99.9,0.1,99.9,99.9,14.62,Eye Level,1,1,91.0
757,20240522,9259,1037,94.37,3.84,99.68,89.69,15.58,Top Shelf,1,1,87.0
758,20240512,9631,1138,99.1,1.19,99.9,95.76,13.28,Checkout,1,0,87.0
759,20240810,9554,1087,98.49,2.56,98.67,95.36,15.23,Eye Level,1,1,90.0
760,20240217,9961,1008,99.34,0.64,99.9,96.96,13.16,Top Shelf,1,1,90.0
761,20240121,9593,1074,98.26,0.88,99.9,96.09,15.55,Waist Level,1,1,90.0
762,20240109,9077,1076,96.32,4.24,99.54,93.4,14.19,Bottom Shelf,1,1,89.0
763,20241010,9959,1103,92.48,7.23,96.42,89.87,19.28,Top Shelf,1,1,86.0
764,20240629,9407,1065,98.69,2.0,99.9,92.59,16.76,Top Shelf,1,1,89.0
765,20240715,9760,1063,99.9,0.1,99.9,98.04,16.26,Bottom Shelf,1,0,88.0
766,20240501,9424,1053,97.4,2.49,99.83,93.04,17.94,Eye Level,1,1,89.0
767,20240526,9617,1019,99.74,3.01,99.9,93.23,9.16,Eye Level,1,1,89.0
768,20240702,9157,1150,94.25,5.73,99.41,91.01,18.71,Checkout,1,1,88.0
769,20240713,9898,1027,99.9,1.29,99.9,93.91,20.07,Eye Level,1,0,87.0
770,20240913,9410,1191,95.49,3.18,99.9,99.9,14.59,Bottom Shelf,1,1,90.0
771,20241006,9666,1089,99.69,1.57,99.9,98.61,16.25,Checkout,1,0,88.0
772,20240108,9298,1020,97.58,1.04,99.9,92.48,21.87,Bottom Shelf,1,1,90.0
773,20240806,9479,1103,94.36,6.28,96.24,91.54,14.52,Bottom Shelf,1,1,87.0
774,20240920,9404,1119,95.72,4.84,96.78,93.36,14.21,Top Shelf,1,1,88.0
775,20240417,9129,1166,94.65,4.47,97.44,90.27,12.96,Eye Level,1,1,87.0
776,20240525,9826,1051,99.28,1.12,99.9,99.3,10.99,Checkout,1,1,91.0
777,20240731,9790,1047,99.9,0.12,99.9,99.61,12.35,Bottom Shelf,1,1,91.0
778,20240423,9744,1183,96.64,5.46,99.54,95.08,10.5,Waist Level,1,1,89.0
779,20240617,9415,1152,92.66,5.92,99.55,91.44,11.45,Waist Level,1,1,87.0
780,20240523,9081,1133,98.4,2.39,99.55,96.76,10.65,Checkout,1,1,90.0
781,20240702,9508,1176,97.15,2.79,98.88,92.9,13.69,Eye Level,1,1,89.0
782,20240123,9254,1155,94.59,4.96,98.91,94.08,16.56,Checkout,1,1,88.0
783,20240322,9234,1165,97.33,2.66,98.46,94.97,12.83,Checkout,1,1,89.0
784,20241215,9451,1131,97.39,0.91,99.9,97.98,13.81,Checkout,1,1,90.0
785,20240331,9286,1056,99.9,0.72,99.9,97.91,10.4,Top Shelf,1,1,90.0
786,20240420,9711,1189,95.26,3.86,98.82,94.86,18.4,Checkout,1,1,89.0
787,20240315,9446,1099,97.44,1.74,99.66,99.29,11.26,Checkout,1,1,90.0
788,20240901,9132,1144,96.85,3.13,99.9,96.67,14.72,Checkout,1,1,90.0
789,20241006,9958,1028,98.87,1.34,99.9,96.58,16.2,Top Shelf,1,1,90.0
790,20240914,9916,1125,99.9,0.4,99.9,99.27,15.16,Top Shelf,1,1,91.0
791,20240406,9585,1026,97.43,2.23,99.9,92.06,17.32,Eye Level,1,1,89.0
792,20240520,9782,1103,96.96,3.32,98.48,96.89,15.97,Bottom Shelf,1,1,90.0
793,20240416,9575,1177,97.22,4.43,99.25,92.22,10.96,Top Shelf,1,1,88.0
794,20240713,9844,1047,99.48,3.09,99.65,93.37,16.28,Eye Level,1,1,90.0
795,20240322,9721,1116,97.08,3.5,99.73,94.9,12.71,Waist Level,1,1,89.0
796,20240630,9437,1079,97.19,3.23,98.07,93.9,11.72,Eye Level,1,1,88.0
797,20240727,9832,1186,97.88,3.13,99.71,95.96,9.9,Waist Level,1,1,89.0
798,20240919,9921,1108,96.77,3.67,99.03,97.16,15.37,Top Shelf,1,1,90.0
799,20240730,9267,1050,95.57,4.18,96.49,92.52,13.86,Eye Level,1,1,87.0
800,20240106,9317,1164,98.64,2.23,98.61,95.16,13.64,Checkout,1,1,89.0
801,20240525,9060,1001,99.9,0.1,99.9,98.53,14.47,Waist Level,1,1,91.0
802,20240115,9510,1005,99.9,0.1,99.9,99.19,13.27,Eye Level,1,1,91.0
803,20240619,9288,1067,96.74,1.16,98.31,95.64,11.76,Waist Level,1,1,89.0
804,20241217,9953,1040,97.98,1.29,99.9,95.11,16.75,Checkout,1,0,87.0
805,20241204,9766,1186,96.6,3.55,99.9,96.68,13.24,Bottom Shelf,1,0,86.0
806,20241118,9970,1097,97.05,0.12,99.9,99.54,17.25,Top Shelf,1,1,91.0
807,20240801,9692,1008,97.64,0.44,99.9,97.02,17.02,Top Shelf,1,1,90.0
808,20240607,9123,1139,94.54,2.64,98.58,93.5,12.82,Bottom Shelf,1,1,88.0
809,20241006,9481,1082,98.83,2.1,99.9,95.43,14.58,Waist Level,1,1,90.0
810,20240428,9223,1009,98.48,0.69,99.9,94.54,11.31,Top Shelf,1,1,89.0
811,20241016,9360,1035,99.86,0.1,99.9,98.09,13.37,Eye Level,1,1,91.0
812,20240914,9265,1199,95.89,6.06,97.71,92.65,19.62,Checkout,1,1,88.0
813,20240129,9031,1009,98.21,0.1,99.9,94.99,14.0,Bottom Shelf,1,1,90.0
814,20240515,9643,1196,93.84,5.04,99.16,96.15,15.75,Eye Level,1,1,89.0
815,20240526,9910,1008,99.9,0.1,99.9,98.82,19.15,Checkout,1,1,92.0
816,20240524,9845,1038,97.02,3.95,99.31,91.17,17.42,Bottom Shelf,1,1,89.0
817,20240127,9113,1014,99.27,1.44,99.9,94.53,12.85,Top Shelf,1,1,90.0
818,20240228,9788,1026,97.75,3.7,98.91,93.73,11.9,Checkout,1,1,89.0
819,20240309,9895,1184,94.72,6.55,98.12,91.63,19.57,Bottom Shelf,1,1,88.0
820,20240604,9047,1138,95.8,4.1,98.41,91.74,10.41,Waist Level,1,1,87.0
821,20240930,9277,1136,95.19,4.2,99.34,91.43,9.54,Bottom Shelf,1,1,87.0
822,20240817,9430,1026,99.9,0.1,99.9,99.9,18.27,Checkout,1,1,92.0
823,20240816,9003,1182,94.54,4.68,99.25,96.47,17.29,Checkout,1,1,89.0
824,20240213,9694,1190,93.72,5.64,97.8,94.13,14.64,Top Shelf,1,1,88.0
825,20240810,9631,1129,98.27,1.69,99.55,97.63,12.1,Checkout,1,1,90.0
826,20240228,9732,1059,96.71,2.11,99.9,96.02,16.61,Checkout,1,0,87.0
827,20240702,9857,1104,95.95,5.14,96.96,92.31,19.21,Eye Level,1,1,88.0
828,20240723,9368,1074,98.54,2.74,99.67,93.92,12.31,Checkout,1,1,89.0
829,20241117,9515,1085,95.97,4.46,99.22,91.79,18.85,Checkout,1,1,88.0
830,20240204,9690,1045,99.9,0.1,99.9,99.01,15.85,Eye Level,1,1,91.0
831,20240401,9174,1082,96.37,4.21,99.24,93.09,14.79,Top Shelf,1,1,89.0
832,20240707,9611,1039,99.9,0.98,99.9,95.37,12.34,Eye Level,1,1,90.0
833,20240628,9311,1099,95.88,2.46,99.9,96.15,16.16,Bottom Shelf,1,1,89.0
834,20240125,9721,1142,96.56,4.45,99.82,97.63,16.02,Eye Level,1,1,90.0
835,20240406,9306,1132,99.9,0.86,99.9,98.76,14.5,Eye Level,1,1,91.0
836,20240524,9520,1022,99.9,0.1,99.9,99.45,13.77,Bottom Shelf,1,1,91.0
837,20241210,9687,1052,95.71,3.85,97.88,92.56,12.02,Top Shelf,1,1,88.0
838,20241012,9341,1130,98.91,1.97,99.69,96.13,12.27,Bottom Shelf,1,1,90.0
839,20240128,9954,1194,96.1,4.31,98.85,93.47,20.5,Top Shelf,1,1,89.0
840,20241020,9893,1003,97.77,1.51,99.9,94.23,17.32,Top Shelf,1,1,90.0
841,20240701,9366,1151,96.92,3.83,99.9,99.23,18.08,Waist Level,1,1,91.0
842,20241025,9891,1131,98.61,1.93,99.6,94.24,11.79,Top Shelf,1,1,89.0
843,20240301,9296,1080,99.18,1.54,99.9,97.22,18.76,Waist Level,1,1,91.0
844,20240419,9596,1030,98.11,0.41,99.9,98.12,20.01,Top Shelf,0,1,90.0
845,20240503,9430,1065,99.9,0.1,99.9,99.37,9.71,Checkout,1,1,91.0
846,20240927,9074,1015,96.73,2.54,99.9,93.96,21.58,Top Shelf,1,1,90.0
847,20240327,9754,1165,97.09,2.79,99.83,94.56,14.91,Waist Level,1,1,89.0
848,20241207,9513,1005,99.55,1.77,99.9,96.0,11.8,Bottom Shelf,1,0,87.0
849,20240221,9499,1135,94.71,5.83,97.69,89.59,19.44,Eye Level,1,1,87.0
850,20241127,9441,1106,97.29,4.11,98.24,97.36,18.48,Checkout,1,1,90.0
851,20241128,9410,1050,99.49,0.79,99.9,97.57,19.98,Waist Level,1,1,91.0
852,20240421,9189,1043,94.18,4.68,97.48,91.26,14.81,Bottom Shelf,1,1,87.0
853,20240731,9650,1001,99.71,0.1,99.9,99.67,17.69,Checkout,1,1,92.0
854,20241110,9092,1196,97.04,4.26,99.9,96.71,19.71,Checkout,1,1,90.0
855,20240110,9252,1041,97.2,1.48,99.9,97.45,10.64,Eye Level,1,1,90.0
856,20241002,9350,1082,98.44,1.49,99.9,98.91,19.72,Waist Level,1,1,91.0
857,20240909,9232,1049,97.52,1.47,99.9,95.54,17.68,Top Shelf,1,1,90.0
858,20240516,9618,1015,98.4,2.33,99.82,95.43,14.99,Eye Level,1,1,90.0
859,20240616,9840,1072,99.9,0.1,99.9,99.82,12.63,Top Shelf,1,1,91.0
860,20240212,9766,1070,99.82,1.96,99.9,98.23,11.94,Top Shelf,1,1,91.0
861,20241022,9610,1074,99.9,0.1,99.9,97.61,19.07,Bottom Shelf,1,1,91.0
862,20240224,9101,1099,97.12,1.78,99.9,96.67,12.76,Waist Level,1,1,90.0
863,20240713,9692,1192,97.52,4.08,99.9,97.56,15.25,Waist Level,1,0,87.0
864,20241114,9007,1113,94.18,5.29,97.6,91.89,15.95,Waist Level,1,0,84.0
865,20241123,9429,1005,97.94,4.85,98.21,90.14,19.01,Bottom Shelf,1,1,88.0
866,20240917,9871,1017,98.77,1.47,99.9,96.32,18.53,Bottom Shelf,1,1,91.0
867,20241114,9928,1151,96.28,4.81,97.69,96.06,14.82,Eye Level,1,1,89.0
868,20240812,9118,1164,96.51,2.99,99.9,94.19,13.94,Top Shelf,1,1,89.0
869,20240411,9535,1067,95.37,3.2,99.9,92.85,16.55,Checkout,1,1,88.0
870,20240711,9651,1110,95.74,3.37,99.9,95.0,13.93,Bottom Shelf,1,1,89.0
871,20241130,9336,1135,99.05,0.89,99.9,98.47,16.33,Bottom Shelf,1,1,91.0
872,20241212,9174,1087,95.28,4.09,98.81,94.86,16.14,Waist Level,1,1,89.0
873,20240501,9726,1018,99.17,0.81,99.9,98.79,13.32,Bottom Shelf,1,1,91.0
874,20241229,9735,1016,96.92,3.02,99.9,91.79,18.21,Eye Level,1,1,89.0
875,20240721,9094,1172,97.7,2.59,98.73,94.06,18.9,Checkout,1,1,89.0
876,20240103,9861,1077,98.45,2.12,99.9,95.96,15.92,Bottom Shelf,1,1,90.0
877,20241209,9957,1053,96.31,3.16,98.92,91.54,14.28,Waist Level,1,1,88.0
878,20241005,9739,1094,96.68,4.73,98.26,92.22,16.08,Waist Level,1,1,88.0
879,20240225,9601,1153,98.18,4.32,99.9,95.61,14.67,Waist Level,1,1,90.0
880,20240828,9128,1119,95.34,4.15,97.84,94.34,11.13,Checkout,1,1,88.0
881,20240107,9631,1041,99.9,1.65,99.9,96.24,17.42,Eye Level,1,1,91.0
882,20240714,9923,1109,97.57,3.93,98.78,93.5,20.94,Top Shelf,1,1,89.0
883,20241015,9309,1187,92.18,7.54,95.96,89.87,26.52,Checkout,0,1,86.0
884,20240420,9459,1198,92.55,7.18,98.2,92.08,19.59,Waist Level,1,1,87.0
885,20240323,9517,1198,92.74,5.15,98.75,94.67,14.74,Checkout,1,1,88.0
886,20240518,9264,1161,97.82,1.51,99.71,95.17,9.46,Top Shelf,1,1,89.0
887,20240910,9652,1083,97.69,2.15,99.9,96.94,18.32,Checkout,1,1,90.0
888,20241019,9890,1038,99.9,0.1,99.9,99.55,16.29,Top Shelf,1,1,91.0
889,20240908,9562,1134,98.56,1.24,99.9,97.19,14.47,Bottom Shelf,0,1,89.0
890,20240114,9599,1114,93.32,6.46,97.29,93.45,18.94,Waist Level,1,1,88.0
891,20240208,9190,1065,99.9,0.1,99.9,98.66,13.29,Waist Level,1,1,91.0
892,20240922,9018,1123,98.68,2.73,97.94,94.78,17.15,Checkout,0,1,89.0
893,20240914,9256,1131,97.78,0.93,99.86,99.11,9.45,Top Shelf,1,1,90.0
894,20240121,9031,1140,99.15,1.16,99.66,96.89,14.53,Bottom Shelf,1,1,90.0
895,20240601,9535,1013,97.54,2.33,99.58,93.02,17.75,Bottom Shelf,1,1,89.0
896,20240713,9553,1062,98.79,0.94,99.9,94.25,8.28,Eye Level,1,1,89.0
897,20240423,9073,1161,97.64,2.21,99.82,94.19,15.26,Waist Level,1,1,89.0
898,20241004,9144,1136,96.25,3.09,99.69,92.58,18.94,Waist Level,1,1,89.0
899,20240505,9575,1138,96.51,4.59,98.88,91.74,11.63,Checkout,1,1,88.0
900,20240204,9068,1095,98.96,2.37,99.24,95.82,12.4,Bottom Shelf,1,1,90.0
901,20240314,9951,1096,96.98,3.66,99.58,97.23,15.88,Waist Level,1,1,90.0
902,20240202,9023,1044,97.63,2.09,99.9,93.15,12.73,Checkout,1,1,89.0
903,20240725,9211,1102,95.89,3.49,99.9,94.25,11.4,Checkout,1,1,88.0
904,20241202,9917,1057,96.38,4.91,98.94,96.43,15.23,Top Shelf,1,1,89.0
905,20240911,9700,1152,97.23,2.54,99.9,98.32,16.67,Checkout,1,1,90.0
906,20241127,9519,1185,91.44,7.98,96.1,90.74,13.4,Eye Level,1,1,86.0
907,20241008,9271,1187,93.44,4.93,99.53,95.18,15.89,Checkout,1,1,88.0
908,20241112,9426,1120,97.57,3.37,99.9,97.46,17.21,Eye Level,1,1,90.0
909,20240101,9998,1079,96.36,2.26,99.9,94.17,21.0,Bottom Shelf,1,1,90.0
910,20240125,9044,1015,98.42,2.4,99.9,94.6,16.26,Bottom Shelf,1,1,90.0
911,20240126,9183,1045,98.88,3.15,98.99,94.46,17.26,Bottom Shelf,1,1,90.0
912,20241229,9171,1055,98.94,1.55,99.9,97.89,14.54,Top Shelf,1,1,91.0
913,20240218,9843,1092,97.28,2.45,99.05,95.68,15.67,Eye Level,1,0,86.0
914,20240521,9313,1163,97.96,3.29,99.88,95.03,18.34,Bottom Shelf,1,1,90.0
915,20240322,9507,1172,95.43,2.83,97.29,93.11,11.61,Waist Level,1,1,88.0
916,20240915,9411,1085,99.9,1.97,99.9,96.64,17.32,Top Shelf,1,1,91.0
917,20240207,9635,1119,93.25,5.64,98.98,91.11,11.23,Eye Level,1,1,87.0
918,20240523,9402,1199,95.95,4.71,99.61,96.48,17.89,Waist Level,0,1,89.0
919,20240202,9164,1017,97.47,1.64,99.9,93.2,14.84,Top Shelf,1,0,86.0
920,20240130,9386,1110,95.92,1.61,99.9,96.97,16.88,Bottom Shelf,1,1,90.0
921,20240324,9678,1103,96.52,4.56,98.66,96.37,15.32,Waist Level,1,1,89.0
922,20240719,9115,1035,96.61,4.27,98.76,90.6,16.06,Top Shelf,1,1,88.0
923,20240705,9300,1128,98.92,0.1,99.9,98.56,10.72,Eye Level,1,1,90.0
924,20240605,9845,1030,94.99,3.47,99.45,91.74,11.79,Top Shelf,1,1,88.0
925,20240615,9895,1148,96.24,5.97,99.9,92.56,15.18,Top Shelf,1,1,89.0
926,20240328,9229,1053,94.11,4.99,97.25,90.28,18.03,Eye Level,1,1,87.0
927,20240604,9378,1149,95.66,4.68,98.12,93.9,10.03,Waist Level,1,1,88.0
928,20240728,9298,1074,99.55,2.8,99.1,94.54,14.11,Top Shelf,1,1,90.0
929,20240314,9036,1093,96.76,1.37,99.9,99.27,16.28,Waist Level,1,1,90.0
930,20240831,9191,1032,99.41,0.96,99.9,95.32,13.33,Eye Level,1,1,90.0
931,20240221,9268,1081,95.12,3.43,97.35,94.79,17.12,Eye Level,0,1,87.0
932,20240520,9097,1102,94.48,5.09,97.25,93.19,9.4,Top Shelf,1,1,87.0
933,20240905,9646,1035,99.16,0.74,99.9,98.33,13.19,Eye Level,1,1,91.0
934,20241124,9579,1079,96.0,4.54,99.9,90.96,16.37,Checkout,1,1,88.0
935,20241229,9597,1045,99.18,3.49,99.9,94.1,15.68,Eye Level,1,1,90.0
936,20240312,9219,1140,94.57,6.0,96.58,91.02,15.04,Eye Level,1,1,87.0
937,20241122,9855,1065,95.75,4.25,99.42,92.85,17.58,Eye Level,1,1,89.0
938,20241228,9051,1082,96.24,2.5,99.18,97.46,14.89,Waist Level,1,1,90.0
939,20240916,9455,1087,97.31,5.59,97.48,91.44,20.75,Waist Level,1,1,89.0
940,20240725,9268,1192,93.72,5.45,96.92,95.62,13.4,Bottom Shelf,1,1,88.0
941,20240212,9400,1085,97.34,0.62,99.9,99.9,15.61,Checkout,1,1,91.0
942,20241104,9672,1023,98.94,1.21,99.9,96.69,14.48,Bottom Shelf,1,0,87.0
943,20240128,9034,1182,94.87,5.96,99.12,94.81,12.08,Top Shelf,1,1,88.0
944,20241130,9522,1081,97.69,1.65,99.9,97.5,13.58,Waist Level,1,1,90.0
945,20240501,9399,1092,94.31,6.2,97.16,90.21,13.61,Eye Level,1,1,87.0
946,20240905,9834,1145,93.93,4.97,99.07,92.67,13.26,Eye Level,1,1,87.0
947,20240801,9694,1063,98.12,2.18,98.07,93.53,11.77,Bottom Shelf,1,1,89.0
948,20241028,9343,1187,93.99,4.94,98.39,95.11,13.1,Bottom Shelf,1,1,88.0
949,20241221,9657,1008,96.54,2.18,99.9,94.57,17.32,Bottom Shelf,1,1,89.0
950,20240202,9342,1027,99.78,0.24,99.9,96.38,9.73,Eye Level,1,1,90.0
951,20240611,9797,1147,97.01,5.71,97.52,93.86,16.25,Eye Level,1,1,89.0
952,20240829,9960,1063,99.9,0.1,99.9,99.9,10.8,Eye Level,1,1,91.0
953,20240515,9337,1042,94.2,3.27,98.11,92.04,18.35,Top Shelf,1,0,85.0
954,20240111,9061,1119,96.62,4.16,99.5,95.18,14.6,Bottom Shelf,1,1,89.0
955,20240826,9151,1056,98.48,1.93,99.68,95.06,14.92,Bottom Shelf,1,1,90.0
956,20240611,9461,1106,97.8,4.29,99.07,97.29,14.18,Eye Level,1,1,90.0
957,20240622,9338,1131,96.23,2.96,98.62,94.14,11.18,Bottom Shelf,1,1,88.0
958,20241228,9962,1193,97.35,4.06,99.9,98.62,11.24,Eye Level,1,1,90.0
959,20241125,9803,1110,94.89,4.05,97.47,93.33,16.59,Checkout,1,1,88.0
960,20240224,9042,1148,97.34,2.99,99.9,96.73,12.03,Checkout,1,1,90.0
961,20240718,9054,1163,97.03,2.46,99.36,92.54,13.75,Waist Level,1,1,88.0
962,20240225,9470,1014,99.9,0.1,99.9,97.81,20.4,Bottom Shelf,1,1,91.0
963,20241217,9449,1007,96.33,4.86,97.6,90.02,15.08,Top Shelf,1,1,87.0
964,20241127,9752,1171,97.87,0.89,99.9,96.93,12.43,Eye Level,1,1,90.0
965,20240826,9154,1010,98.58,2.97,99.9,93.22,20.2,Bottom Shelf,1,1,90.0
966,20240220,9439,1158,91.97,7.15,97.28,90.79,15.23,Bottom Shelf,1,1,86.0
967,20240320,9598,1044,97.01,3.24,97.94,95.38,15.04,Checkout,1,1,89.0
968,20241110,9556,1065,98.09,0.11,99.9,97.02,15.2,Top Shelf,1,1,90.0
969,20240205,9530,1091,97.86,1.45,99.9,98.81,17.83,Top Shelf,1,1,91.0
970,20240226,9810,1101,98.49,1.64,99.36,99.46,14.65,Bottom Shelf,1,1,91.0
971,20240829,9610,1065,99.82,0.1,99.9,98.84,12.92,Bottom Shelf,1,1,91.0
972,20241114,9592,1191,97.23,4.14,99.23,96.43,18.62,Waist Level,1,0,87.0
973,20240210,9626,1157,96.11,2.02,99.9,97.67,9.06,Top Shelf,1,0,86.0
974,20241121,9694,1039,96.69,1.89,99.9,94.48,15.23,Bottom Shelf,1,1,89.0
975,20241015,9556,1190,96.85,4.15,99.88,97.49,17.42,Checkout,1,0,87.0
976,20240524,9068,1142,94.93,4.01,99.2,93.53,15.7,Top Shelf,1,1,88.0
977,20240105,9941,1164,99.9,2.48,99.9,95.0,17.03,Eye Level,1,1,90.0
978,20241103,9849,1083,95.24,4.63,97.97,90.52,17.57,Checkout,1,1,88.0
979,20240906,9721,1035,98.92,1.37,99.9,95.54,17.65,Checkout,1,1,90.0
980,20240320,9324,1103,94.25,4.95,97.59,93.07,16.28,Waist Level,1,1,88.0
981,20241220,9076,1170,99.22,0.76,99.9,99.58,11.22,Waist Level,1,1,91.0
982,20240918,9946,1063,98.55,0.93,99.9,96.42,19.25,Eye Level,1,1,91.0
983,20240715,9947,1049,97.05,3.59,97.9,93.61,11.96,Waist Level,1,1,88.0
984,20240820,9036,1037,99.9,0.1,99.9,98.33,16.94,Top Shelf,1,1,91.0
985,20241018,9619,1136,94.82,4.25,97.76,90.31,12.31,Waist Level,1,0,84.0
986,20241201,9140,1192,99.23,2.88,99.9,98.74,16.44,Bottom Shelf,1,1,91.0
987,20240321,9687,1074,95.74,2.56,99.9,93.73,12.03,Bottom Shelf,1,1,88.0
988,20240331,9675,1012,99.79,2.69,99.9,90.71,12.07,Waist Level,1,1,89.0
989,20240922,9175,1069,96.94,2.47,99.9,92.99,15.0,Bottom Shelf,1,1,89.0
990,20240515,9810,1149,98.06,1.47,99.9,98.64,11.59,Bottom Shelf,1,1,90.0
991,20240315,9534,1070,97.8,3.06,99.9,96.05,13.41,Eye Level,0,1,89.0
992,20240802,9628,1008,96.49,1.69,99.76,94.66,21.09,Checkout,1,1,90.0
993,20240325,9713,1198,93.53,5.62,98.06,95.81,12.78,Eye Level,1,1,88.0
994,20240508,9646,1174,99.3,1.72,99.9,96.34,13.16,Eye Level,1,1,90.0
995,20240706,9753,1165,99.37,1.88,99.9,96.28,12.68,Bottom Shelf,1,1,90.0
996,20240219,9119,1037,96.37,3.67,99.9,92.55,17.48,Top Shelf,1,1,89.0
997,20240315,9162,1114,96.05,3.05,99.4,96.92,17.14,Bottom Shelf,1,1,90.0
998,20240411,9482,1085,96.64,2.79,98.44,95.67,14.24,Eye Level,1,1,89.0
999,20241019,9354,1094,96.98,3.12,99.9,94.26,14.86,Eye Level,1,1,89.0
1000,20241102,9346,1110,98.32,2.29,99.9,97.93,16.0,Bottom Shelf,1,1,91.0
1001,20240506,9196,1194,95.82,3.99,99.37,98.01,13.89,Waist Level,0,1,89.0
1002,20240618,9196,1118,97.36,3.12,99.75,96.13,20.76,Checkout,1,1,90.0
1003,20240527,9060,1179,99.51,0.1,99.9,99.9,18.42,Waist Level,1,1,92.0
1004,20240402,9851,1122,96.57,2.41,99.88,94.41,17.85,Top Shelf,1,1,89.0
1005,20240625,9195,1050,94.49,3.15,98.49,91.25,13.73,Top Shelf,1,1,87.0
1006,20240821,9770,1040,99.9,0.1,99.9,97.77,12.62,Waist Level,1,1,91.0
1007,20240712,9539,1045,95.25,4.97,96.39,91.49,13.14,Waist Level,1,1,87.0
