HR_ID,DateKey,EmployeeID,Hours_Worked,Overtime_Hours,Absenteeism_Days,Productivity_Score,Training_Hours,Employee_Satisfaction_Score,Turnover_Risk_Score,Performance_Rating,Salary,Benefits_Cost,Efficiency_Ratio,Projects_Completed,Promotion_Eligibility,High_Potential
241,20240301,1500,183.74,0.0,1.3,87.89,30.48,87.77,0.0,3,349436,8319.46,0.94,10,0,0
242,20240301,1674,183.49,0.0,0.9,95.84,38.52,86.64,4.5,5,191840,5751.34,1.11,8,1,1
243,20240301,1575,166.06,0.0,2.0,82.16,17.68,80.37,2.27,3,85869,2490.77,0.96,6,1,0
244,20240301,1518,187.39,0.0,1.1,90.8,25.51,93.66,0.0,4,312507,8350.12,0.83,10,0,0
245,20240301,1760,166.16,5.43,2.5,88.69,18.75,90.28,0.0,3,142737,3127.1,0.84,9,0,1
246,20240301,1430,159.83,0.0,1.5,92.94,20.17,81.31,0.0,4,134630,3647.84,1.16,8,1,1
247,20240301,1357,184.13,0.0,1.5,94.43,22.4,82.54,0.0,4,198204,6494.78,0.8,6,1,0
248,20240301,1706,166.93,0.0,1.6,86.45,16.66,94.57,0.0,3,81393,2143.91,1.11,9,0,1
249,20240301,1303,170.96,0.0,1.9,90.24,19.32,75.29,0.0,4,158031,4862.29,0.88,4,1,1
250,20240301,1694,166.95,0.0,1.7,83.22,25.69,88.23,1.42,3,82547,1861.95,1.16,6,1,0
251,20240301,1797,149.29,0.0,1.8,85.07,18.81,87.41,0.0,3,66066,1790.37,1.08,4,0,0
252,20240301,1445,196.03,0.0,0.6,92.03,31.58,89.7,0.0,4,313130,9831.04,1.02,6,0,1
253,20240301,1696,156.44,9.65,3.5,86.06,8.05,81.32,0.0,3,51484,1313.8,1.07,7,1,1
254,20240301,1672,152.45,7.52,3.0,78.8,10.36,87.55,4.96,2,71665,2010.51,0.95,3,1,0
255,20240301,1612,154.89,0.0,2.3,85.69,12.5,82.11,0.0,3,57382,1426.72,0.8,2,0,1
256,20240301,1418,163.18,0.0,2.5,85.92,19.76,89.36,0.0,3,123243,3617.26,0.93,7,1,1
257,20240301,1600,161.98,0.0,2.2,86.18,11.15,93.47,9.0,3,69282,1976.75,0.96,7,1,0
258,20240301,1388,175.54,0.0,2.6,91.25,15.69,88.05,0.0,4,135792,3555.61,1.09,8,0,0
259,20240301,1523,211.26,0.0,0.5,91.98,51.72,88.97,0.0,4,367166,11059.91,0.9,2,1,0
260,20240301,1774,164.74,0.0,3.7,84.88,9.55,80.45,0.1,3,44501,1430.32,1.17,6,0,1
261,20240301,1614,179.86,0.0,0.8,92.99,34.28,94.61,4.5,4,344682,7525.37,0.93,6,1,1
262,20240301,1372,153.97,0.0,2.9,77.92,9.94,94.73,5.66,2,65297,1475.15,1.14,2,1,1
263,20240301,1309,167.12,0.0,1.4,87.99,24.22,94.29,0.0,3,124689,3505.57,0.85,10,0,1
264,20240301,1765,174.46,0.0,1.5,87.49,29.41,89.98,9.0,3,184342,5141.46,1.04,5,1,0
265,20240301,1634,174.96,0.0,2.0,92.52,16.3,91.18,0.0,4,122316,3179.57,1.03,1,0,1
266,20240301,1444,154.47,0.0,3.7,77.86,8.27,80.68,5.71,2,68683,1798.65,1.06,5,1,0
267,20240301,1476,174.05,0.0,1.1,90.65,33.41,91.61,0.0,4,222147,7139.78,0.83,7,1,0
268,20240301,1713,169.43,0.0,1.8,87.72,16.47,92.22,0.0,3,75506,1791.76,1.03,2,1,0
269,20240301,1359,167.89,0.0,3.1,80.69,15.2,77.59,7.95,3,58497,1262.01,0.86,8,1,0
270,20240301,1576,151.45,0.0,2.6,79.18,9.52,83.81,4.66,2,54487,1631.94,0.84,2,0,0
271,20240301,1670,166.75,0.0,2.3,90.56,16.56,91.56,0.0,4,112947,3256.53,0.89,4,1,0
272,20240301,1578,198.43,0.0,1.2,89.73,36.69,86.28,0.0,3,323469,7391.28,0.82,1,1,1
273,20240301,1650,181.4,0.0,0.9,93.18,28.71,75.99,0.0,4,234844,6624.21,0.91,4,0,0
274,20240301,1756,156.06,0.0,3.9,83.1,8.57,82.35,1.52,3,45408,1198.61,0.97,7,0,0
275,20240301,1796,172.04,12.71,2.1,90.29,17.22,82.19,0.0,4,140090,4614.73,0.88,6,1,1
276,20240301,1512,179.86,0.0,1.2,91.42,34.97,90.5,0.0,4,315579,9586.42,1.13,5,1,1
277,20240301,1671,151.34,0.0,2.1,88.13,13.21,91.09,0.0,3,85085,2043.96,1.07,2,0,0
278,20240301,1424,157.95,0.0,2.6,83.93,22.75,91.08,0.86,3,89439,2386.59,0.95,4,0,1
279,20240301,1741,184.92,0.0,1.8,90.13,26.37,90.03,0.0,4,159323,3375.22,0.81,1,0,0
280,20240301,1354,149.75,0.0,3.7,85.22,8.67,84.88,0.0,3,68354,1715.67,1.11,5,0,1
281,20240301,1684,160.24,0.0,2.7,78.07,8.55,78.88,5.54,2,52638,1246.4,1.0,6,0,1
282,20240301,1707,156.08,0.0,1.9,81.08,13.34,79.54,3.14,3,92422,2046.72,0.91,9,1,0
283,20240301,1422,172.59,0.0,1.0,96.48,31.7,88.76,0.0,5,221662,6853.65,0.93,5,0,0
284,20240301,1615,187.09,0.0,1.3,85.25,21.64,80.14,9.0,3,154938,4956.63,0.91,7,0,0
285,20240301,1364,149.6,0.0,1.8,88.08,22.48,88.96,0.0,3,100703,2855.95,0.87,7,0,0
286,20240301,1389,151.74,0.0,2.9,82.03,16.83,87.36,6.88,3,90829,2525.22,0.93,3,1,0
287,20240301,1771,176.45,0.0,1.7,87.49,22.55,82.77,0.0,3,141125,3163.29,0.92,8,1,0
288,20240301,1652,149.03,6.82,2.1,92.23,14.32,82.31,0.0,4,99089,3175.43,1.18,7,1,1
289,20240301,1543,184.89,12.92,1.9,94.39,31.55,87.54,0.0,4,125476,3995.44,0.87,4,0,1
290,20240301,1784,157.36,0.0,1.5,91.85,17.6,76.47,0.0,4,141017,3146.86,0.9,10,1,0
291,20240301,1467,160.65,0.0,2.9,84.23,11.42,84.86,0.62,3,82759,1830.92,0.8,5,1,0
292,20240301,1328,163.06,0.0,2.4,91.42,24.13,80.13,0.0,4,112041,3253.35,0.96,7,0,1
293,20240301,1616,164.79,0.0,2.4,86.47,19.5,78.47,0.0,3,104338,2610.89,0.9,1,0,0
294,20240301,1348,160.44,0.0,2.6,79.17,9.13,87.4,4.66,2,43008,920.22,1.06,7,0,0
295,20240301,1369,172.17,0.0,1.2,88.01,32.31,86.75,0.0,3,164522,3664.66,0.81,10,0,1
296,20240301,1321,166.36,0.0,1.5,94.47,29.55,75.99,0.0,4,164982,4161.72,1.08,2,1,1
297,20240301,1725,152.33,0.0,3.2,83.8,18.28,91.54,0.96,3,58156,1376.82,1.11,8,1,0
298,20240301,1329,146.71,0.0,2.7,85.05,11.83,93.54,4.5,3,64128,1884.75,0.84,1,0,1
299,20240301,1554,190.75,19.35,0.7,89.45,28.87,75.66,4.5,3,201698,4217.69,1.18,1,0,1
300,20240301,1604,178.14,0.0,2.3,92.82,25.66,93.65,0.0,4,117345,3573.59,1.01,3,1,1
301,20240401,1698,197.94,0.0,0.9,88.05,24.16,78.21,0.0,3,280825,6411.73,0.92,5,1,1
302,20240401,1522,165.75,0.0,3.2,77.53,11.74,76.68,5.98,2,50547,1431.06,0.95,1,0,1
303,20240401,1778,163.09,0.0,1.5,91.7,18.97,94.45,0.0,4,143506,3203.97,0.9,9,0,0
304,20240401,1734,197.22,0.0,1.1,95.06,26.18,79.97,4.5,5,219682,4592.67,1.1,1,1,1
305,20240401,1742,176.19,18.05,2.3,85.06,25.36,76.39,0.0,3,139328,3599.36,1.1,7,0,0
306,20240401,1644,204.94,0.0,0.8,91.48,32.16,91.32,4.5,4,280459,9114.64,0.98,1,1,0
307,20240401,1619,216.27,0.0,0.6,92.79,44.77,77.93,0.0,4,367190,11477.75,0.89,4,0,0
308,20240401,1775,220.0,0.0,0.5,94.7,43.01,86.6,0.0,4,342538,9268.21,0.91,1,0,0
309,20240401,1601,203.4,0.0,0.4,94.69,46.76,88.53,0.0,4,307466,9791.96,1.04,2,1,0
310,20240401,1664,175.9,0.0,1.5,90.38,21.38,94.15,0.0,4,144001,3316.14,1.11,8,1,1
311,20240401,1555,186.39,0.0,1.6,85.94,29.65,79.17,9.0,3,177153,5571.29,0.84,7,1,0
312,20240401,1616,169.96,16.06,1.8,84.82,17.7,83.53,0.14,3,135070,3846.03,1.0,3,1,0
313,20240401,1604,160.73,0.0,1.4,88.21,19.45,84.67,0.0,3,136696,2978.33,1.04,9,0,1
314,20240401,1462,151.09,0.0,3.6,78.96,8.76,90.52,4.83,2,60734,1423.69,0.83,3,1,0
315,20240401,1713,174.34,0.0,2.3,85.61,14.55,86.08,0.0,3,99130,2337.39,1.19,1,0,0
316,20240401,1337,215.82,0.0,0.6,99.32,30.44,89.54,0.0,5,421444,10373.11,1.1,9,1,0
317,20240401,1408,149.56,0.0,3.3,86.95,10.5,81.56,0.0,3,59185,1846.74,0.98,5,1,0
318,20240401,1691,210.91,0.0,0.4,90.51,30.39,93.15,0.0,4,439151,13688.4,0.81,10,0,1
319,20240401,1418,171.82,0.0,2.5,83.53,19.35,94.95,1.18,3,87455,2681.48,0.97,10,1,0
320,20240401,1503,174.9,0.0,2.9,80.95,18.75,83.37,3.24,3,80814,2672.77,0.81,5,0,1
321,20240401,1410,202.0,0.0,1.2,87.86,33.3,78.1,0.0,3,279825,5990.74,0.88,4,0,0
322,20240401,1615,164.27,13.95,1.9,88.42,24.53,85.94,9.0,3,187790,4976.08,1.16,8,1,1
323,20240401,1486,161.51,0.0,3.0,86.22,11.11,77.45,0.0,3,62213,1970.22,1.05,6,1,1
324,20240401,1682,176.06,15.82,2.0,88.86,21.99,89.47,0.0,3,149674,4885.53,0.91,4,1,0
325,20240401,1739,211.42,0.0,0.6,90.78,39.31,93.46,0.0,4,343753,8356.23,0.84,4,1,0
326,20240401,1625,220.0,0.0,0.6,90.36,31.68,90.85,0.0,4,348845,9102.46,1.12,1,0,1
327,20240401,1609,190.73,0.0,1.9,90.42,25.28,89.49,0.0,4,166668,4028.6,1.06,10,0,1
328,20240401,1783,176.41,0.0,1.6,94.88,18.22,90.29,0.0,4,196132,6527.82,0.81,1,1,1
329,20240401,1430,176.89,6.76,1.5,90.03,24.98,89.55,0.0,4,117429,3239.04,0.81,10,1,1
330,20240401,1749,148.26,14.38,2.9,87.02,19.3,81.35,4.5,3,58197,1290.89,0.89,1,1,0
331,20240401,1694,181.08,16.3,2.2,85.26,15.08,84.17,0.0,3,132587,3952.24,0.91,2,0,1
332,20240401,1491,149.24,0.0,2.8,88.48,11.03,91.97,0.0,3,81953,2444.62,0.87,3,0,0
333,20240401,1397,220.0,0.0,0.6,98.69,48.52,83.16,0.0,5,331241,10718.03,1.17,1,0,1
334,20240401,1731,150.06,0.0,2.6,82.83,17.55,81.19,1.74,3,94999,2636.87,1.05,4,0,0
335,20240401,1389,147.42,0.0,2.0,82.47,19.3,87.46,6.52,3,59008,1779.37,0.8,10,1,0
336,20240401,1637,193.28,0.0,0.5,94.64,50.71,86.63,0.0,4,319804,7254.09,1.14,3,1,0
337,20240401,1692,203.58,0.0,1.3,94.06,22.57,79.78,0.0,4,200678,6554.01,1.12,5,0,0
338,20240401,1504,149.46,0.0,3.7,82.51,8.18,83.17,1.99,3,70118,1546.2,0.95,1,0,0
339,20240401,1417,176.71,0.0,1.1,87.52,30.84,93.87,0.0,3,135301,2832.83,1.12,7,0,1
340,20240401,1516,171.08,0.0,2.2,77.88,7.48,79.12,5.7,2,63474,1746.06,0.95,1,0,0
341,20240401,1575,159.21,8.14,3.2,88.11,14.42,77.78,0.0,3,75887,2116.39,1.04,3,0,1
342,20240401,1443,178.16,0.0,2.2,87.13,16.45,76.85,0.0,3,82902,1741.97,0.82,10,1,1
343,20240401,1447,185.5,0.0,1.7,91.33,30.7,85.21,0.0,4,144991,3850.69,0.99,3,0,1
344,20240401,1476,189.9,0.0,0.9,94.35,34.81,91.84,0.0,4,315311,9635.83,0.99,9,1,0
345,20240401,1454,160.29,0.0,1.6,89.49,20.4,87.84,0.0,3,106310,2457.52,1.08,1,1,1
346,20240401,1779,161.03,5.66,2.0,81.32,18.04,83.01,7.44,3,70869,1720.89,0.95,8,1,0
347,20240401,1531,186.9,0.0,1.5,85.49,23.05,83.09,0.0,3,191854,4027.97,0.93,2,1,1
348,20240401,1498,159.06,0.0,2.3,84.33,12.34,79.49,0.54,3,45998,1274.03,1.14,5,0,1
349,20240401,1489,164.97,18.19,1.1,85.55,22.4,79.58,0.0,3,193698,6341.75,0.87,7,0,0
350,20240401,1565,198.65,0.0,0.5,95.15,43.97,88.74,0.0,5,344363,9650.08,0.8,2,1,0
351,20240401,1602,185.31,0.0,0.9,87.64,36.03,78.11,0.0,3,347707,7557.71,1.11,9,0,1
352,20240401,1564,167.72,0.0,3.4,83.98,10.69,75.41,0.82,3,77848,1860.21,1.16,4,1,0
353,20240401,1660,165.57,0.0,2.8,85.78,11.06,85.18,9.0,3,45554,1008.61,1.07,10,1,1
354,20240401,1583,199.31,0.0,0.6,98.59,29.13,81.3,0.0,5,427128,11536.71,1.16,8,1,0
355,20240401,1557,165.69,0.0,1.9,82.07,17.34,83.75,2.34,3,50756,1340.09,1.06,10,1,1
356,20240401,1356,201.56,0.0,0.9,95.08,26.58,87.86,0.0,5,277241,6380.11,1.07,1,1,0
357,20240401,1534,142.7,0.0,3.3,82.8,8.02,85.35,1.76,3,57735,1308.4,0.99,7,1,1
358,20240401,1329,171.72,0.0,2.6,86.95,11.77,85.64,4.5,3,58753,1511.19,0.85,7,0,1
359,20240401,1651,192.05,0.0,1.8,85.02,19.59,87.72,0.0,3,115014,3262.0,1.12,2,0,0
360,20240401,1420,169.64,17.76,2.5,78.49,10.92,90.33,14.21,2,57176,1294.38,1.02,1,0,0
361,20240401,1798,148.43,0.0,3.1,85.96,8.94,89.66,0.0,3,55746,1455.38,1.11,4,1,0
362,20240401,1678,151.2,0.0,3.2,80.31,10.29,77.25,3.75,3,57940,1237.83,1.06,10,0,1
363,20240401,1634,179.93,0.0,1.9,90.0,21.37,92.97,0.0,4,108687,3239.18,1.17,9,1,1
364,20240401,1547,214.87,0.0,0.4,94.73,29.86,75.2,0.0,4,439272,11298.28,0.98,8,1,0
365,20240401,1630,167.51,0.0,2.2,82.3,12.78,79.11,11.16,3,60483,1461.09,0.98,5,0,1
366,20240401,1800,194.41,15.4,0.9,91.76,32.72,93.59,0.0,4,341538,9347.02,0.83,3,0,0
367,20240401,1458,194.1,0.0,0.8,96.87,33.34,75.24,0.0,5,346617,8446.44,1.12,9,1,1
368,20240401,1459,177.49,0.0,1.5,92.59,29.32,75.96,0.0,4,158032,3530.37,1.16,2,0,0
369,20240401,1414,168.82,0.0,2.5,78.34,8.58,79.16,5.33,2,59526,1779.42,1.2,6,0,0
370,20240401,1526,172.51,0.0,2.4,87.15,21.91,85.46,0.0,3,111977,3558.39,0.88,7,1,0
371,20240401,1404,189.8,0.0,1.1,88.58,29.0,75.04,4.5,3,315522,8870.16,0.97,1,0,0
372,20240401,1647,158.44,0.0,3.1,80.9,15.12,85.27,3.28,3,64354,1661.23,1.2,3,1,0
373,20240401,1600,168.03,0.0,3.3,85.36,8.58,75.1,9.0,3,50278,1090.71,0.84,1,0,1
374,20240401,1421,195.67,0.0,0.4,90.73,48.65,86.98,0.0,4,497082,13447.78,1.02,4,1,0
375,20240401,1461,168.0,0.0,2.5,89.27,14.91,79.44,0.0,3,79835,1704.04,0.99,9,1,0
376,20240401,1580,164.93,0.0,2.2,88.34,21.23,81.32,0.0,3,85764,2811.9,1.16,8,0,0
377,20240401,1517,219.54,0.0,0.5,91.16,30.18,93.2,0.0,4,390347,11105.03,1.19,4,0,1
378,20240401,1380,198.31,0.0,0.7,91.26,21.05,75.82,0.0,4,272213,6778.92,1.08,5,1,0
379,20240401,1477,187.99,0.0,1.7,91.42,21.93,94.58,0.0,4,115033,3082.68,0.8,4,1,0
380,20240401,1302,171.68,0.0,1.1,89.9,23.37,85.58,0.0,3,284525,6464.34,1.19,7,0,1
381,20240401,1463,214.58,0.0,0.6,90.36,29.54,79.51,0.0,4,414946,11383.41,1.18,4,0,1
382,20240401,1371,165.73,0.0,2.6,84.61,15.8,91.41,0.31,3,57913,1244.57,1.17,9,0,1
383,20240401,1366,157.57,0.0,3.2,84.47,9.41,92.89,0.42,3,58907,1248.17,1.09,6,1,0
384,20240401,1732,155.5,0.0,3.3,84.72,11.78,85.9,0.22,3,68494,1640.99,0.88,8,0,0
385,20240401,1439,217.5,12.12,0.4,92.42,48.79,85.78,0.0,4,422645,12935.59,1.15,8,1,0
386,20240401,1391,212.61,0.0,0.6,96.12,33.96,89.78,0.0,5,319158,6918.37,0.85,4,1,0
387,20240401,1496,156.61,0.0,1.7,89.4,19.33,86.97,0.0,3,136508,4493.64,0.83,5,0,1
388,20240401,1515,155.83,0.0,3.0,86.13,11.0,94.22,0.0,3,79664,1772.49,1.03,4,0,0
389,20240401,1472,177.92,0.0,2.3,85.56,14.78,79.43,0.0,3,87935,2009.0,0.92,5,1,0
390,20240401,1479,169.66,0.0,2.9,87.06,14.21,93.0,4.5,3,89264,2384.63,1.16,9,1,1
391,20240401,1629,160.55,0.0,2.9,89.03,14.6,76.32,4.5,3,69370,2240.99,0.97,8,0,0
392,20240401,1335,158.86,0.0,2.0,87.87,15.05,76.6,0.0,3,76005,1586.95,1.1,6,0,0
393,20240401,1594,153.94,0.0,2.7,85.3,12.68,81.47,0.0,3,56636,1445.64,0.84,4,1,1
394,20240401,1768,142.9,0.0,2.7,80.39,8.45,83.23,3.69,3,60442,1322.47,1.02,10,1,1
395,20240401,1537,177.87,0.0,1.9,87.53,18.7,90.9,0.0,3,140016,3953.08,0.91,3,1,1
396,20240401,1390,154.04,0.0,2.8,86.58,7.49,77.33,9.0,3,75722,1780.6,0.93,9,0,0
397,20240401,1508,176.05,0.0,2.2,83.76,19.15,77.74,0.99,3,95009,2755.42,1.16,8,1,0
398,20240401,1450,160.76,0.0,2.3,82.05,9.84,79.43,11.36,3,45744,1346.39,0.98,1,1,1
399,20240401,1668,202.29,0.0,1.0,93.78,25.2,77.18,0.0,4,343539,9129.97,1.2,9,0,1
400,20240401,1400,152.72,0.0,1.9,92.88,14.53,89.39,0.0,4,86179,2540.66,0.89,7,1,1
401,20240501,1501,183.87,0.0,1.2,94.6,23.5,83.49,0.0,4,140859,3783.89,0.92,8,1,0
402,20240501,1789,190.26,19.91,1.5,86.6,22.19,91.68,0.0,3,164738,4462.05,0.89,7,1,0
403,20240501,1653,162.01,0.0,2.5,89.09,11.97,78.27,0.0,3,87788,1873.55,1.1,4,0,0
404,20240501,1429,173.25,0.0,1.3,94.15,27.69,92.42,0.0,4,118907,3757.45,0.99,7,0,0
405,20240501,1407,181.98,0.0,1.9,83.58,14.85,84.39,1.14,3,73347,1771.46,0.87,5,0,0
406,20240501,1336,167.91,0.0,2.1,83.06,9.75,90.66,1.55,3,43037,994.46,0.86,7,1,0
407,20240501,1339,173.12,0.0,1.9,93.68,26.56,87.07,0.0,4,105239,2403.3,1.06,6,0,1
408,20240501,1721,212.47,0.0,0.5,91.46,39.49,81.32,0.0,4,319871,8797.15,1.01,10,0,1
409,20240501,1649,220.0,0.0,0.5,97.07,36.78,81.14,0.0,5,321555,8541.23,0.89,6,0,0
410,20240501,1677,177.38,0.0,2.9,83.82,15.21,80.17,0.94,3,96571,3114.72,1.17,6,1,0
411,20240501,1449,158.77,6.45,2.4,86.04,14.49,92.38,4.5,3,75093,2222.79,1.15,2,0,0
412,20240501,1318,172.06,19.62,2.6,85.11,12.32,79.38,0.0,3,55911,1605.92,0.81,1,1,0
413,20240501,1396,150.71,0.0,3.0,77.49,9.88,89.7,6.01,2,74461,1681.14,1.11,8,0,0
414,20240501,1594,168.76,0.0,2.8,77.24,11.07,80.84,6.21,2,40690,1268.11,1.1,5,0,1
415,20240501,1614,198.98,14.77,0.8,91.86,21.77,82.17,4.5,4,230369,6473.52,0.84,1,0,0
416,20240501,1325,200.03,0.0,0.6,93.82,48.91,86.65,0.0,4,388372,11575.18,0.94,2,1,1
417,20240501,1443,153.69,0.0,3.0,82.65,11.9,94.02,1.88,3,70391,2067.95,1.05,8,1,0
418,20240501,1573,167.45,7.59,1.2,92.78,22.54,94.93,0.0,4,182056,4001.74,0.96,7,0,1
419,20240501,1559,220.0,0.0,0.5,90.61,39.53,91.04,0.0,4,460951,10178.15,0.88,2,1,0
420,20240501,1654,148.19,0.0,2.4,83.99,10.91,80.97,0.81,3,42015,1224.37,0.95,5,1,0
421,20240501,1390,160.44,0.0,2.7,85.13,9.94,82.21,9.0,3,66745,1913.67,0.85,9,1,0
422,20240501,1652,183.36,0.0,1.5,89.29,17.77,87.01,0.0,3,124762,2606.53,0.91,2,1,1
423,20240501,1490,165.83,0.0,2.1,84.71,25.31,86.27,0.23,3,82170,1867.57,0.92,7,0,0
424,20240501,1391,220.0,0.0,0.6,97.22,39.26,84.4,0.0,5,315782,7950.58,1.1,2,0,0
425,20240501,1412,159.75,0.0,1.5,92.05,16.42,83.11,0.0,4,122546,3559.37,0.88,3,0,1
426,20240501,1312,152.08,18.51,2.1,80.67,8.55,87.51,3.46,3,50937,1400.88,0.96,3,1,1
427,20240501,1480,172.6,0.0,3.4,79.97,12.39,88.58,13.02,2,44377,1344.66,1.18,6,1,0
428,20240501,1783,185.76,0.0,1.7,86.94,23.58,77.9,0.0,3,168771,3930.21,1.04,9,1,1
429,20240501,1406,160.92,0.0,2.1,83.13,22.29,87.83,1.5,3,121776,2868.12,0.85,6,1,0
430,20240501,1404,208.17,0.0,0.7,92.41,31.49,77.4,4.5,4,277294,7366.7,1.18,7,0,0
431,20240501,1362,207.86,0.0,1.2,91.7,30.52,75.25,0.0,4,326381,7761.46,1.0,2,1,0
432,20240501,1741,197.73,0.0,1.9,89.58,31.05,87.53,0.0,3,169920,3996.49,0.86,7,1,0
433,20240501,1788,196.46,0.0,0.9,90.34,28.49,79.28,0.0,4,196797,5437.84,0.96,6,1,0
434,20240501,1658,182.07,0.0,2.5,83.32,19.26,77.5,1.34,3,94231,2814.7,0.93,1,1,1
435,20240501,1603,175.66,0.0,1.9,85.81,32.35,82.86,0.0,3,122992,3365.05,1.15,8,1,0
436,20240501,1670,174.56,0.0,2.1,88.54,21.21,89.42,0.0,3,81221,2177.11,1.05,3,1,0
437,20240501,1744,170.79,16.72,2.9,84.0,7.47,82.29,0.8,3,71042,2141.05,1.1,10,1,1
438,20240501,1359,161.17,0.0,3.2,84.81,14.8,90.41,4.65,3,92909,1962.17,0.82,3,0,0
439,20240501,1655,199.93,0.0,0.5,99.1,31.74,91.61,0.0,5,457121,10361.73,0.81,7,1,1
440,20240501,1623,177.27,0.0,3.1,82.95,17.09,94.56,1.64,3,91454,2179.55,0.89,2,1,1
441,20240501,1519,200.18,0.0,1.6,90.1,30.17,88.29,0.0,4,142441,3814.3,1.18,6,1,1
442,20240501,1530,188.08,0.0,1.0,93.49,22.91,85.94,0.0,4,260315,5976.47,0.81,7,0,0
443,20240501,1715,216.93,0.0,0.6,95.08,38.94,93.44,0.0,5,433571,10380.1,0.97,7,1,0
444,20240501,1756,147.94,0.0,3.1,85.88,12.66,77.88,0.0,3,62114,1741.3,0.89,1,1,1
445,20240501,1598,177.63,0.0,2.4,84.45,17.33,76.38,0.44,3,94347,2541.03,0.86,8,1,1
446,20240501,1533,172.7,0.0,1.9,82.52,14.88,76.0,1.98,3,84391,1973.91,0.91,2,1,0
447,20240501,1542,194.85,0.0,1.3,89.45,30.95,84.08,0.0,3,311293,7061.64,1.05,4,0,0
448,20240501,1461,177.63,0.0,3.2,83.09,18.5,78.09,1.53,3,80099,2194.33,1.08,8,0,1
449,20240501,1561,170.41,0.0,1.7,93.1,18.69,94.32,0.0,4,137703,4509.18,0.92,6,1,1
450,20240501,1739,197.45,0.0,0.5,94.2,46.47,79.15,0.0,4,384736,10903.22,1.12,7,0,1
451,20240501,1793,212.43,0.0,0.4,94.17,28.09,84.76,0.0,4,395584,8531.39,0.97,8,1,0
452,20240501,1550,163.98,0.0,1.7,90.19,20.92,86.72,0.0,4,115748,2601.94,1.2,3,0,0
453,20240501,1333,184.72,0.0,1.1,94.26,29.33,79.5,0.0,4,138883,3547.43,1.14,9,1,0
454,20240501,1706,171.37,0.0,2.5,92.64,23.1,85.73,0.0,4,86260,2551.04,1.19,3,0,0
455,20240501,1507,169.17,0.0,1.4,89.31,30.14,87.72,0.0,3,118921,2960.08,0.88,9,0,1
456,20240501,1538,184.45,0.0,2.1,92.19,19.3,80.59,0.0,4,113505,3776.15,1.04,10,0,1
457,20240501,1746,180.45,0.0,0.9,96.64,26.32,93.3,0.0,5,316790,8418.78,1.03,2,0,0
458,20240501,1430,166.97,0.0,1.6,83.83,25.26,77.09,0.94,3,127798,2727.64,0.83,3,0,0
459,20240501,1661,220.0,0.0,0.6,96.28,31.97,81.68,0.0,5,314764,10227.54,1.04,5,0,1
460,20240501,1797,155.16,0.0,1.9,83.04,11.0,92.08,1.57,3,78473,1675.65,1.2,10,1,0
461,20240501,1344,179.41,0.0,1.1,89.42,30.34,75.08,4.5,3,233898,6432.34,0.82,2,1,1
462,20240501,1328,164.73,0.0,1.8,89.88,24.9,84.46,0.0,3,128454,3705.45,0.85,2,0,1
463,20240501,1742,176.86,0.0,2.6,87.4,17.47,89.39,0.0,3,103216,3405.55,0.9,9,0,0
464,20240501,1761,173.19,0.0,2.2,86.09,13.92,89.35,0.0,3,80256,1767.86,0.94,5,1,0
465,20240501,1358,181.46,0.0,1.5,90.22,25.85,79.55,0.0,4,136894,2940.63,0.94,8,0,0
466,20240501,1488,205.44,0.0,1.2,88.85,27.6,75.46,0.0,3,230585,7609.05,1.16,7,1,1
467,20240501,1703,220.0,0.0,0.5,93.68,40.07,83.31,0.0,4,346297,8964.21,0.81,3,0,1
468,20240501,1531,193.17,0.0,1.7,90.65,24.28,81.38,0.0,4,112996,3568.48,0.84,10,0,1
469,20240501,1322,165.22,0.0,2.1,84.58,19.7,88.33,0.34,3,80146,2128.86,0.83,6,0,0
470,20240501,1354,148.36,0.0,2.6,78.08,10.79,76.91,5.54,2,50554,1334.99,1.05,10,0,0
471,20240501,1497,178.3,0.0,3.1,86.41,11.03,77.94,0.0,3,63153,1616.75,1.08,3,0,0
472,20240501,1374,209.34,0.0,1.0,96.77,32.07,81.36,4.5,5,231918,6853.14,1.18,4,0,1
473,20240501,1528,155.1,0.0,2.5,85.56,11.43,87.7,0.0,3,47789,1449.04,0.93,7,1,1
474,20240501,1600,173.26,0.0,2.5,86.37,12.38,80.15,9.0,3,60703,1749.92,0.94,7,1,1
475,20240501,1691,216.28,0.0,0.4,97.24,32.19,89.32,0.0,5,389570,12715.17,1.05,7,0,0
476,20240501,1773,165.04,0.0,2.8,83.88,11.66,90.85,0.9,3,68125,2128.15,1.04,6,1,0
477,20240501,1601,220.0,0.0,0.5,95.88,34.07,91.26,0.0,5,316163,9205.93,1.03,6,1,1
478,20240501,1421,220.0,0.0,0.5,90.51,38.11,81.55,0.0,4,370524,9283.6,0.95,1,0,0
479,20240501,1477,181.31,0.0,1.8,86.77,31.16,79.02,0.0,3,130061,3773.93,1.18,10,1,0
480,20240501,1367,196.32,0.0,0.6,94.16,32.02,87.2,0.0,4,365269,9035.7,0.95,5,0,1
481,20240501,1674,206.86,0.0,1.3,92.57,33.26,77.87,4.5,4,202960,5197.65,1.08,8,1,0
482,20240501,1383,182.89,0.0,2.1,86.76,15.58,92.46,0.0,3,68452,1627.81,1.18,7,0,1
483,20240501,1392,207.5,0.0,0.9,93.89,31.5,78.38,0.0,4,335882,7907.45,1.11,6,1,0
